name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Luella’s Southern Kitchen,4609 N Lincoln Ave,Chicago,IL,60625,USA,food,restaurant,Southern cuisine brunch dinner,Southern restaurant serving brunch and dinner,https://luellassouthernkitchen.com/,,,,,https://luellassouthernkitchen.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Virtue Restaurant,1462 E 53rd St,Chicago,IL,60615,USA,food,fine dining,seasonal tasting menu dinner reservations,Contemporary fine-dining restaurant,https://www.virtuerestaurant.com/,,,,,https://www.virtuerestaurant.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Truth Italian Cuisine,56 E 47th St,Chicago,IL,60653,USA,food,restaurant,Italian food dinner catering,Italian restaurant in Bronzeville,https://truthitalian.com/,,,,,https://truthitalian.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Daley’s Restaurant,5001 S Cottage Grove Ave,Chicago,IL,60615,USA,food,diner,breakfast lunch soul food,Historic South Side diner,https://www.daleysrestaurant.com/,,,,,https://www.daleysrestaurant.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Original Soul Vegetarian,862 E 43rd St,Chicago,IL,60653,USA,food,vegetarian restaurant,vegan vegetarian soul food,Vegetarian and vegan restaurant,https://soulveg.com/,,,,,https://soulveg.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Norman’s Bistro,1001 E 43rd St,Chicago,IL,60615,USA,food,restaurant,Caribbean cuisine brunch catering,Caribbean restaurant and brunch venue,https://normansbistro.com/,,,,,https://normansbistro.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
A Taste of Heaven,5401 S Wentworth Ave,Chicago,IL,60609,USA,food,bakery,cakes pastries desserts catering,Bakery and dessert business,https://atasteofheavenchicago.com/,,,,,https://atasteofheavenchicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Mabe’s Deli,4801 N Broadway,Chicago,IL,60640,USA,food,deli,sandwiches deli catering,Neighborhood deli and catering,https://www.mabesdeli.com/,,,,,https://www.mabesdeli.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Lem’s Bar-B-Q,311 E 75th St,Chicago,IL,60619,USA,food,barbecue,barbecue ribs chicken carryout,Chicago barbecue restaurant,https://lemsbarbq.com/,,,,,https://lemsbarbq.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Harold’s Chicken Shack #36,6127 S Ashland Ave,Chicago,IL,60636,USA,food,restaurant,fried chicken carryout,Chicago fried chicken restaurant,https://www.haroldschicken.com/,,,,,https://www.haroldschicken.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Pequod’s Pizza,2207 N Clybourn Ave,Chicago,IL,60614,USA,food,pizza,deep dish pizza dine in carryout,Chicago pizza restaurant,https://pequodspizza.com/,,,,,https://pequodspizza.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Jibaritos y Más,1112 N Ashland Ave,Chicago,IL,60622,USA,food,Puerto Rican restaurant,jibaritos Puerto Rican food,Puerto Rican restaurant,https://jibaritosymas.com/,,,,,https://jibaritosymas.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Café Central,1437 W Chicago Ave,Chicago,IL,60642,USA,food,Puerto Rican restaurant,Puerto Rican food brunch catering,Puerto Rican restaurant and cafe,https://www.cafecentralchicago.com/,,,,,https://www.cafecentralchicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Taste of Peru,6545 N Clark St,Chicago,IL,60626,USA,food,Peruvian restaurant,Peruvian cuisine ceviche catering,Peruvian restaurant,https://tasteofperu.com/,,,,,https://tasteofperu.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Carnitas Uruapan,1725 W 18th St,Chicago,IL,60608,USA,food,Mexican restaurant,carnitas Mexican food,Mexican restaurant specializing in carnitas,https://carnitasuruapan.com/,,,,,https://carnitasuruapan.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Mi Tocaya Antojería,2800 W Logan Blvd,Chicago,IL,60647,USA,food,Mexican restaurant,Mexican small plates reservations,Mexican restaurant,https://mitocaya.com/,,,,,https://mitocaya.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
La Chaparrita,2500 S Whipple St,Chicago,IL,60623,USA,food,Mexican restaurant,tacos Mexican street food,Mexican taqueria,https://www.lachaparritachicago.com/,,,,,https://www.lachaparritachicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Birrieria Zaragoza,4852 S Pulaski Rd,Chicago,IL,60632,USA,food,Mexican restaurant,birria goat tacos Mexican food,Mexican restaurant,https://birrieriazaragoza.com/,,,,,https://birrieriazaragoza.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Manny’s Cafeteria and Delicatessen,1141 S Jefferson St,Chicago,IL,60607,USA,food,deli,deli sandwiches cafeteria catering,Chicago deli and cafeteria,https://mannysdeli.com/,,,,,https://mannysdeli.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Kimski,9540 S Dorchester Ave,Chicago,IL,60619,USA,food,Korean restaurant,Korean Polish fusion dinner,Korean-Polish restaurant,https://www.kimski.com/,,,,,https://www.kimski.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Virtue Restaurant Bakery,1462 E 53rd St,Chicago,IL,60615,USA,food,restaurant,tasting menu reservations,Contemporary restaurant,https://www.virtuerestaurant.com/,,,,,https://www.virtuerestaurant.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Brown Sugar Bakery,328 E 51st St,Chicago,IL,60615,USA,retail,bakery retail,cakes pies desserts online ordering,Black-owned bakery and dessert shop,https://brownsugarbakery.com/,,,,,https://brownsugarbakery.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Simply Pure Chicago,3700 N Southport Ave,Chicago,IL,60613,USA,retail,cannabis dispensary,adult-use cannabis dispensary products,Licensed cannabis dispensary,https://simplypurechicago.com/,,,,,https://simplypurechicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Semicolon Bookstore,1714 W Division St,Chicago,IL,60622,USA,retail,bookstore,books author events gifts,Independent bookstore and community event space,https://semicolonchi.com/,,,,,https://semicolonchi.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
57th Street Books,1301 E 57th St,Chicago,IL,60637,USA,retail,bookstore,books author events,Independent bookstore,https://57thstreetbooks.com/,,,,,https://57thstreetbooks.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Kido Chicago,1137 W Webster Ave,Chicago,IL,60614,USA,retail,children retail,children books toys gifts,Children’s bookstore and toy shop,https://www.kidochicago.com/,,,,,https://www.kidochicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Silver Room,1506 E 53rd St,Chicago,IL,60615,USA,retail,fashion retail,jewelry apparel gifts,Chicago lifestyle and jewelry retailer,https://thesilverroom.com/,,,,,https://thesilverroom.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
South Side Blooms,1001 E 43rd St,Chicago,IL,60615,USA,retail,florist,flowers bouquets delivery,Community florist and workforce program,https://southsideblooms.com/,,,,,https://southsideblooms.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Curlfriend Collective,1200 W 35th St,Chicago,IL,60609,USA,beauty,natural hair salon,natural hair curls styling,Natural hair salon,https://curlfriendcollective.com/,,,,,https://curlfriendcollective.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Braid Bar,4756 N Milwaukee Ave,Chicago,IL,60630,USA,beauty,braiding salon,braids protective styles hair,Hair braiding salon,https://thebraidbarchicago.com/,,,,,https://thebraidbarchicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
A Fuller Look,2100 W Division St,Chicago,IL,60622,USA,beauty,beauty salon,hair makeup beauty services,Beauty and hair studio,https://afullerlook.com/,,,,,https://afullerlook.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Twisted Scissors,3301 W 63rd St,Chicago,IL,60629,USA,beauty,barbershop,haircuts fades barber services,Barbershop,https://twistedscissorschicago.com/,,,,,https://twistedscissorschicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago Beauty Project,410 S Michigan Ave,Chicago,IL,60605,USA,beauty,beauty services,beauty education makeup events,Beauty education and community organization,https://chicagobeautyproject.com/,,,,,https://chicagobeautyproject.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Howard Brown Health,4009 N Broadway,Chicago,IL,60613,USA,health,LGBTQ health center,primary care behavioral health sexual health,LGBTQ-focused health center,https://howardbrown.org/,,,,,https://howardbrown.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Friend Health,800 E 55th St,Chicago,IL,60615,USA,health,community health center,primary care dental behavioral health,Federally qualified community health center,https://friendhealth.org/,,,,,https://friendhealth.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Mobile Care Chicago,4100 W 59th St,Chicago,IL,60629,USA,health,mobile health clinic,mobile healthcare screenings school health,Mobile health services for children and families,https://mobilecarechicago.org/,,,,,https://mobilecarechicago.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Erie Family Health Centers,2418 W Peterson Ave,Chicago,IL,60659,USA,health,community health center,primary care pediatrics women health,Community health center,https://www.eriefamilyhealth.org/,,,,,https://www.eriefamilyhealth.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago Family Health Center,9119 S Exchange Ave,Chicago,IL,60617,USA,health,community health center,primary care dental behavioral health,Community health center,https://chicagoFamilyhealth.org/,,,,,https://chicagoFamilyhealth.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Renaissance Collaborative,3757 S Wabash Ave,Chicago,IL,60653,USA,elder_care,senior services,senior housing supportive services meals,Supportive housing and services for older adults,https://trcchicago.org/,,,,,https://trcchicago.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Legal Aid Chicago,120 S LaSalle St,Chicago,IL,60603,USA,legal,civil legal aid,housing family public benefits legal aid,Civil legal aid organization,https://legalaidchicago.org/,,,,,https://legalaidchicago.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
CARPLS,17 N State St,Chicago,IL,60602,USA,legal,legal hotline,free legal advice referrals,Legal aid hotline and referral service,https://www.carpls.org/,,,,,https://www.carpls.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Illinois Legal Aid Online,100 N Field Blvd,Chicago,IL,60610,USA,legal,legal information,Illinois legal information referrals,Statewide legal information and referral nonprofit,https://illinoislegalaid.org/,,,,,https://illinoislegalaid.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Greater Chicago Food Depository,4100 W Ann Lurie Pl,Chicago,IL,60632,USA,food,food bank,food pantry meals food assistance,Food bank and hunger-relief network,https://www.chicagosfoodbank.org/,,,,,https://www.chicagosfoodbank.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Night Ministry,1735 N Ashland Ave,Chicago,IL,60622,USA,faith_community,social services,youth shelter health outreach housing,Social service organization serving youth and adults,https://www.thenightministry.org/,,,,,https://www.thenightministry.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Heartland Alliance,208 S LaSalle St,Chicago,IL,60604,USA,faith_community,human services,housing immigration safety social services,Human services and immigrant rights organization,https://www.heartlandalliance.org/,,,,,https://www.heartlandalliance.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Mercy Home for Boys & Girls,1140 W Wilson Ave,Chicago,IL,60640,USA,elder_care,social services,youth residential care counseling education,Residential and support services for youth,https://www.mercyhome.org/,,,,,https://www.mercyhome.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Catholic Charities of Chicago,721 N LaSalle St,Chicago,IL,60654,USA,faith_community,social services,food housing counseling emergency assistance,Human services agency,https://www.catholiccharities.net/,,,,,https://www.catholiccharities.net/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Metropolitan Family Services,1019 S 6th Ave,Chicago,IL,60605,USA,faith_community,family services,family counseling youth education senior services,Family and community services nonprofit,https://www.metrofamily.org/,,,,,https://www.metrofamily.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Bickerdike Redevelopment Corporation,2550 W North Ave,Chicago,IL,60647,USA,housing,community development,affordable housing tenant services development,Community development and affordable housing nonprofit,https://bickerdike.org/,,,,,https://bickerdike.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Housing Opportunities & Maintenance for the Elderly,1419 W Carroll Ave,Chicago,IL,60607,USA,housing,senior housing,senior housing home repair services,Affordable housing and support for older adults,https://www.homeseniors.org/,,,,,https://www.homeseniors.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Neighborhood Housing Services Chicago,1279 N Milwaukee Ave,Chicago,IL,60622,USA,housing,housing counseling,homebuyer education foreclosure prevention,Housing counseling and home repair nonprofit,https://nhschicago.org/,,,,,https://nhschicago.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Resurrection Project,1805 S Ashland Ave,Chicago,IL,60608,USA,housing,community development,affordable housing homeownership immigration,Community development and housing nonprofit,https://resurrectionproject.org/,,,,,https://resurrectionproject.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Latino Organization of the Southwest,2410 W 59th St,Chicago,IL,60629,USA,faith_community,community organization,immigration education workforce services,Southwest Side Latino community organization,https://loschicago.org/,,,,,https://loschicago.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago Transit Authority Customer Center,567 W Lake St,Chicago,IL,60661,USA,transportation,public transit,train bus fare cards accessibility,Public bus and rail transit service,https://www.transitchicago.com/,,,,,https://www.transitchicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Divvy Chicago,301 W Huron St,Chicago,IL,60654,USA,transportation,bike share,bike share rentals stations,Chicago bike-share service,https://divvybikes.com/,,,,,https://divvybikes.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago Cares,200 W Monroe St,Chicago,IL,60606,USA,faith_community,volunteering,volunteer opportunities community service,Volunteer service organization,https://www.chicagocares.org/,,,,,https://www.chicagocares.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
BUILD Chicago,5100 W Harrison St,Chicago,IL,60644,USA,recreation,youth programs,youth mentoring arts workforce development,Youth development organization,https://www.buildchicago.org/,,,,,https://www.buildchicago.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
After School Matters,66 E Randolph St,Chicago,IL,60601,USA,education,youth programs,teen apprenticeships arts STEM sports,Chicago teen apprenticeship programs,https://www.afterschoolmatters.org/,,,,,https://www.afterschoolmatters.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
OneGoal Chicago,1 N Dearborn St,Chicago,IL,60601,USA,education,college access,college advising student support,College access program,https://www.onegoalgraduation.org/,,,,,https://www.onegoalgraduation.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago Child Care Society,5455 S Ingleside Ave,Chicago,IL,60615,USA,child_care,child care,early childhood education family support,Early childhood education and family services,https://chicagochildcaresociety.org/,,,,,https://chicagochildcaresociety.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Erikson Institute,451 N LaSalle St,Chicago,IL,60654,USA,child_care,early childhood education,early childhood training family services,Graduate school and early childhood institute,https://www.erikson.edu/,,,,,https://www.erikson.edu/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Urban Warriors Academy,1515 E 63rd St,Chicago,IL,60637,USA,recreation,martial arts,martial arts youth fitness,Martial arts and youth fitness program,https://urbanwarriorsacademy.com/,,,,,https://urbanwarriorsacademy.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
South Side YMCA,6330 S Stony Island Ave,Chicago,IL,60637,USA,recreation,fitness,gym swimming youth programs,YMCA fitness and youth programs,https://www.ymcachicago.org/south-side,,,,,https://www.ymcachicago.org/south-side,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago Park District – Washington Park,5531 S Martin Luther King Dr,Chicago,IL,60637,USA,recreation,park,parks sports recreation programs,Public park and recreation facility,https://www.chicagoparkdistrict.com/parks-facilities/washington-park,,,,,https://www.chicagoparkdistrict.com/parks-facilities/washington-park,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Midway Airport,5700 S Cicero Ave,Chicago,IL,60638,USA,travel,airport,air travel airport services,Chicago Midway International Airport,https://www.flychicago.com/midway,,,,,https://www.flychicago.com/midway,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
O’Hare International Airport,10000 W O’Hare Ave,Chicago,IL,60666,USA,travel,airport,air travel airport services,Chicago O’Hare International Airport,https://www.flychicago.com/ohare,,,,,https://www.flychicago.com/ohare,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Navy Pier,600 E Grand Ave,Chicago,IL,60611,USA,recreation,attractions,events dining attractions family recreation,Lakefront cultural and entertainment destination,https://navypier.org/,,,,,https://navypier.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Garfield Park Conservatory,300 N Central Park Ave,Chicago,IL,60624,USA,recreation,botanical garden,gardens events education,Botanical conservatory and community programs,https://www.chicagoparkdistrict.com/parks-facilities/garfield-park-conservatory,,,,,https://www.chicagoparkdistrict.com/parks-facilities/garfield-park-conservatory,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Promontory,5311 S Lake Park Ave W,Chicago,IL,60615,USA,nightlife,music venue,live music nightlife events,Music and events venue,https://promontorychicago.com/,,,,,https://promontorychicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Green Mill,4802 N Broadway,Chicago,IL,60640,USA,nightlife,jazz club,jazz live music cocktails,Historic jazz club and music venue,https://greenmilljazz.com/,,,,,https://greenmilljazz.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Smartbar,3730 N Clark St,Chicago,IL,60613,USA,nightlife,dance club,dance music nightlife events,Dance club and music venue,https://smartbarchicago.com/,,,,,https://smartbarchicago.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Silver Room Block Party,various Chicago locations,Chicago,IL,60615,USA,culture,festival,Black culture music vendors festival,Black culture and music event organizer,https://thesilverroom.com/,,,,,https://thesilverroom.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
BMO Harris Bank Bronzeville,3501 S King Dr,Chicago,IL,60653,USA,financial,bank,checking savings loans ATM,Retail bank branch,https://www.bmo.com/main/personal,,,,,https://www.bmo.com/main/personal,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Self-Help Federal Credit Union,4801 S Ashland Ave,Chicago,IL,60609,USA,financial,credit union,checking savings loans financial counseling,Community development credit union,https://www.self-helpfcu.org/,,,,,https://www.self-helpfcu.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago Neighborhood Initiatives Micro Finance Group,9530 S Western Ave,Chicago,IL,60643,USA,financial,microfinance,small business loans financial coaching,Microfinance and small business lender,https://www.cnimicrofinance.org/,,,,,https://www.cnimicrofinance.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
ABC Supply Co. Chicago,4501 W 40th St,Chicago,IL,60632,USA,home_hvac,building supply,roofing HVAC building materials,Building materials supplier,https://www.abcsupply.com/,,,,,https://www.abcsupply.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Blackstone Plumbing & Heating,3501 W 47th St,Chicago,IL,60632,USA,home_hvac,plumbing HVAC,plumbing heating HVAC repair,Plumbing and heating contractor,https://blackstoneplumbing.com/,,,,,https://blackstoneplumbing.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago Bungalow Association,53 W Jackson Blvd,Chicago,IL,60604,USA,housing,housing nonprofit,bungalow preservation home repair education,Housing preservation and homeowner resource organization,https://www.chicagobungalow.org/,,,,,https://www.chicagobungalow.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Habitat Company,350 W Hubbard St,Chicago,IL,60654,USA,housing,property management,affordable housing property management,Chicago affordable housing developer and manager,https://www.habitat.com/,,,,,https://www.habitat.com/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Kuumba Lynx,3420 W Fullerton Ave,Chicago,IL,60647,USA,recreation,youth arts,hip hop poetry youth arts,Youth arts and education organization,https://kuumbalynx.org/,,,,,https://kuumbalynx.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Old Town School of Folk Music – Lincoln Park,909 W Armitage Ave,Chicago,IL,60614,USA,recreation,music school,music lessons concerts classes,Music school campus,https://www.oldtownschool.org/,,,,,https://www.oldtownschool.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago History Museum,1601 N Clark St,Chicago,IL,60614,USA,culture,museum,Chicago history exhibitions events,Chicago history museum,https://www.chicagohistory.org/,,,,,https://www.chicagohistory.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Museum of Science and Industry,5700 S DuSable Lake Shore Dr,Chicago,IL,60637,USA,culture,museum,science exhibits family education,Science museum and education center,https://www.msichicago.org/,,,,,https://www.msichicago.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Urban Prep Academies,6201 S Stewart Ave,Chicago,IL,60621,USA,education,school,college preparatory high school youth education,Public charter high school network serving young men,https://urbanprep.org/,,,,,https://urbanprep.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
The Chicago Jesuit Academy,5058 W Jackson Blvd,Chicago,IL,60644,USA,education,school,middle school education scholarships,Independent middle school,https://www.chicagojesuitacademy.org/,,,,,https://www.chicagojesuitacademy.org/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Kellogg School of Management,2211 N Campus Dr,Chicago,IL,60208,USA,education,university,business education executive programs,Business school at Northwestern University,https://www.kellogg.northwestern.edu/,,,,,https://www.kellogg.northwestern.edu/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Chicago State University,9501 S King Dr,Chicago,IL,60628,USA,education,university,higher education admissions programs,Public university,https://www.csu.edu/,,,,,https://www.csu.edu/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
Kennedy-King College,6301 S Halsted St,Chicago,IL,60621,USA,education,community college,college programs workforce training,City Colleges of Chicago campus,https://www.ccc.edu/colleges/kennedy-king/,,,,,https://www.ccc.edu/colleges/kennedy-king/,Official organization website,,,false,Address and services based on cited public source; current official destination confirmed.
