name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Eglinton Calvary Cross Church of the Apostolic Church,2528 Eglinton Avenue West,Toronto,Ontario,,Canada,Faith & Community,Church,"church, worship, faith community",Apostolic church.,https://thelittlejamaica.com/all-businesses-list/,416-654-0131,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Eglinton West Law Office,1752 Eglinton Ave. W.,Toronto,Ontario,,Canada,Legal,Law office,"legal services, lawyer",Law office.,https://thelittlejamaica.com/all-businesses-list/,416-554-1411,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,true,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Elegance Barber Salon and Spa,1850 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Barber salon and spa,"barber, salon, spa",Barber salon and spa; barber training listed by source.,https://thelittlejamaica.com/all-businesses-list/,416-785-4915,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Emeye’s Injera,2514 Eglinton Ave W.,Toronto,Ontario,,Canada,Food & Drink,Ethiopian specialty products,"injera, Ethiopian food, specialty groceries",Ethiopian specialty products/variety store.,https://thelittlejamaica.com/all-businesses-list/,416-828-0863,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Family Food Mart Convenient Store,2468 Eglinton Ave W. Unit 4,Toronto,Ontario,,Canada,Food & Drink,Convenience store,"convenience store, groceries",Convenience store.,https://thelittlejamaica.com/all-businesses-list/,647-348-1919,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Family Nails and Hair Salon,1559A Eglinton Ave W.,Toronto,Ontario,,Canada,Beauty & Personal Care,Nails and hair,"nails, hair salon",Nail and hair salon.,https://thelittlejamaica.com/all-businesses-list/,416-551-2299,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Fantasia Unisex Salon,2633 Eglinton Ave W.,Toronto,Ontario,,Canada,Beauty & Personal Care,Unisex salon,"hair salon, unisex salon",Unisex hair salon.,https://thelittlejamaica.com/all-businesses-list/,416-654-9788,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Fresh Cutt Juice Bar,1546 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,Juice bar,"juice, beverages",Juice bar.,https://thelittlejamaica.com/all-businesses-list/,416-551-5225,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Glamourama Hair,2033 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Hair salon,"hair salon, hair care",Hair salon.,https://thelittlejamaica.com/all-businesses-list/,416-781-3141,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Hair Blessings Salon,"2579 Eglinton Ave W, York",Toronto,Ontario,,Canada,Beauty & Personal Care,Hair salon,"hair salon, hair care",Hair salon.,https://thelittlejamaica.com/all-businesses-list/,647-436-9151,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Hair Experts Salon & Bar,1568 Eglinton Ave W.,Toronto,Ontario,,Canada,Beauty & Personal Care,Hair salon,"hair salon, barber",Hair salon and bar.,https://thelittlejamaica.com/all-businesses-list/,416-938-6224,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
High Life,1741 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Nightlife,Restaurant,"restaurant, food, nightlife",Restaurant.,https://thelittlejamaica.com/all-businesses-list/,647-479-5484,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Hot Pot,1545 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,Restaurant,"restaurant, food",Restaurant.,https://thelittlejamaica.com/all-businesses-list/,416-460-5183,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Humble Heights Creations Juice & Tea Bar,2637 Eglinton Ave W.,Toronto,Ontario,,Canada,Food & Drink,Juice and tea bar,"juice, tea, beverages",Juice and tea bar.,https://thelittlejamaica.com/all-businesses-list/,647-716-7346,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Irie Veggie Takeout,2593 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,Jamaican takeout,"Jamaican food, vegetarian, takeout",Vegetarian takeout restaurant.,https://thelittlejamaica.com/all-businesses-list/,416-653-4825,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Jacko’s Restaurant,2679 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,Restaurant,"restaurant, food",Restaurant.,https://thelittlejamaica.com/all-businesses-list/,647-666-1608,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Jamaica National Canada Representative Office,1390 Eglinton Ave W,Toronto,Ontario,,Canada,Travel & Community,Representative office,"Jamaica services, consular support, community",Canadian representative office of Jamaica listed in Little Jamaica.,https://thelittlejamaica.com/all-businesses-list/,416-784-9657,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Judy’s Island Grill,1720 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,Island grill,"Caribbean food, grill, restaurant",Island grill restaurant.,https://thelittlejamaica.com/all-businesses-list/,647-348-1175,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Just Incredible,1551 Eglinton Ave W.,Toronto,Ontario,,Canada,Beauty & Personal Care,Haircare products,"haircare products, beauty supply",Haircare products retailer.,https://thelittlejamaica.com/all-businesses-list/,416-787-7900,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Lady Ann Superstore African Boutique,1758 Eglinton Ave W,Toronto,Ontario,,Canada,Retail,African fashion boutique,"African fashion, clothing, boutique",African fashion boutique.,https://thelittlejamaica.com/all-businesses-list/,416-761-7447,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Lavish House of Beauty,2642 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Beauty salon,"beauty salon, hair care",Beauty salon.,https://thelittlejamaica.com/all-businesses-list/,416-826-5778,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
McRoberts Cleaners,2176 Eglinton Ave W.,Toronto,Ontario,,Canada,Home & Personal Services,Dry cleaner,"dry cleaning, clothing services",Clothing cleaning service.,https://thelittlejamaica.com/all-businesses-list/,647-430-4989,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Mello’s Cafe,2536 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,Cafe,"cafe, coffee, food",Cafe.,https://thelittlejamaica.com/all-businesses-list/,416-792-4976,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Michaels Barber Shop,1537 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Barber shop,"barber, hair care",Barber shop.,https://thelittlejamaica.com/all-businesses-list/,647-831-2908,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Miss Unity Beauty Salon,2174 Eglinton Ave W.,Toronto,Ontario,,Canada,Beauty & Personal Care,Beauty salon,"beauty salon, hair care",Beauty salon; source notes operating since 1991.,https://thelittlejamaica.com/all-businesses-list/,647-768-5806,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Monica’s Cosmetic Supplies Ltd.,1553 Eglinton Ave W.,Toronto,Ontario,,Canada,Beauty & Personal Care,Cosmetic supplies,"cosmetics, beauty supply",Cosmetic supplies retailer.,https://thelittlejamaica.com/all-businesses-list/,416-789-5722,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Moorish Science Temple of America Museum,2533 Eglinton Ave W,Toronto,Ontario,,Canada,Faith & Culture,Museum and religious organization,"museum, faith community, culture",Museum and religious organization.,https://thelittlejamaica.com/all-businesses-list/,647-748-6664,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Nadine Hair Studio,1562 Eglinton Ave W.,Toronto,Ontario,,Canada,Beauty & Personal Care,Hair studio,"hair studio, hair care",Hair studio.,https://thelittlejamaica.com/all-businesses-list/,416-781-3065,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
New International Braiders and Barbers,1968 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Braiders and barbers,"braiding, barber, hair care",Braiding and barber services.,https://thelittlejamaica.com/all-businesses-list/,647-921-6063,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
One Stop Restaurant,603 Oakwood Ave,Toronto,Ontario,,Canada,Food & Drink,Restaurant,"restaurant, food",Restaurant.,https://thelittlejamaica.com/all-businesses-list/,416-789-3107,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Pure Vibes,1491 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Hair care,"hair care, salon",Hair care business.,https://thelittlejamaica.com/all-businesses-list/,416-454-1690,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Randy’s Takeout,1569 Eglinton Avenue West,Toronto,Ontario,,Canada,Food & Drink,Bakery and takeout,"bakery, patties, takeout",Bakery and takeout business.,https://thelittlejamaica.com/all-businesses-list/,416-781-5313,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
"Roman’s N Care, Dudley’s",1722 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Hair care,"hair care, salon",Hair care business.,https://thelittlejamaica.com/all-businesses-list/,416-781-8870,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Roti King West Indian Restaurant,1688 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,West Indian restaurant,"West Indian food, roti, restaurant",West Indian restaurant.,https://thelittlejamaica.com/all-businesses-list/,416-783-5665,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Sankofa Lounge,1653 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Nightlife,Food and lounge,"food, lounge, nightlife",Food and lounge venue.,https://thelittlejamaica.com/all-businesses-list/,416-787-0098,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Say Jah Kitchen,2516 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,Restaurant,"restaurant, Caribbean food",Restaurant.,https://thelittlejamaica.com/all-businesses-list/,647-642-4647,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Smile Back,2547 Eglinton Ave W,Toronto,Ontario,,Canada,Health & Wellness,Health and wellness services,"wellness, community services",Multiple services listing; source provides public address.,https://thelittlejamaica.com/all-businesses-list/,416-781-3866,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Studio: Warrior Love Band,2526 Eglinton Ave W.,Toronto,Ontario,,Canada,Culture & Entertainment,Recording studio and band,"recording studio, music, entertainment",Recording studio and band.,https://thelittlejamaica.com/all-businesses-list/,647-532-6082,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Sunlight Bakery,2512 Eglinton Ave W.,Toronto,Ontario,,Canada,Food & Drink,Bakery,"bakery, baked goods",Bakery.,https://thelittlejamaica.com/all-businesses-list/,416-658-2846,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Sunny Photo Lab/ Foto,2425 Eglinton Ave W.,Toronto,Ontario,,Canada,Culture & Personal Services,Photo studio,"photography, photo lab",Photo studio and lab.,https://thelittlejamaica.com/all-businesses-list/,416-651-8908,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Sunshine Sound and Lighting–Sales and Rental,1659 Eglinton Ave W,Toronto,Ontario,,Canada,Culture & Entertainment,Audio visual rental,"sound, lighting, audio visual rental",Audio/visual sales and rental.,https://thelittlejamaica.com/all-businesses-list/,416-781-6111,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Super Smart Styles,2541 Eglinton Ave W.,Toronto,Ontario,,Canada,Retail,Fashion,"fashion, clothing",Fashion retailer.,https://thelittlejamaica.com/all-businesses-list/,416-900-4136,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Team Taxman,2565 Eglinton Ave W,Toronto,Ontario,,Canada,Financial,Tax services,"tax preparation, accounting, financial services",Tax and financial services.,https://thelittlejamaica.com/all-businesses-list/,416-653-1333,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,true,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
The Barbers of Eglinton,1565A Eglinton Ave W.,Toronto,Ontario,,Canada,Beauty & Personal Care,Barber shop,"barber, hair care",Barber shop.,https://thelittlejamaica.com/all-businesses-list/,416-402-5672,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
The Entertainment Kitchen (Mainsha),1561 Eglinton Ave W.,Toronto,Ontario,,Canada,Food & Drink,Restaurant,"restaurant, food",Restaurant.,https://thelittlejamaica.com/all-businesses-list/,647-741-6729,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Ther’s Beauty Salon,2561 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Beauty salon,"beauty salon, hair care",Beauty salon.,https://thelittlejamaica.com/all-businesses-list/,416-656-8782,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Timbuktu Market,1644 Eglinton Ave W,Toronto,Ontario,,Canada,Food & Drink,African market,"African goods, groceries, market",African goods market.,https://thelittlejamaica.com/all-businesses-list/,416-743-4078,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Tinnel’s Patties,2517 Eglinton Ave W.,Toronto,Ontario,,Canada,Food & Drink,Bakery,"patties, bakery, takeout",Bakery.,https://thelittlejamaica.com/all-businesses-list/,416-657-0108,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Trea-jah- Isle,1514 Eglinton Ave W.,Toronto,Ontario,,Canada,Culture & Community,Cultural hub,"culture, community, events",Cultural hub.,https://thelittlejamaica.com/all-businesses-list/,416-839-8654,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
U-2-Fly-Cuts,1635 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Barber shop,"barber, hair care",Barber shop.,https://thelittlejamaica.com/all-businesses-list/,647-435-0319,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Voquetique,1549 Eglinton Ave W.,Toronto,Ontario,,Canada,Retail,Fashion,"fashion, clothing",Fashion retailer.,https://thelittlejamaica.com/all-businesses-list/,,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Wisdom’s Barber Shop,1754 Eglinton Ave W,Toronto,Ontario,,Canada,Beauty & Personal Care,Barber shop,"barber, hair care",Barber shop.,https://thelittlejamaica.com/all-businesses-list/,416-787-7731,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Zac’s Convenience,1977 Keele St,Toronto,Ontario,,Canada,Food & Drink,Convenience store,"convenience store, groceries",Convenience store.,https://thelittlejamaica.com/all-businesses-list/,416-651-4399,,,,https://thelittlejamaica.com/all-businesses-list/,The Little Jamaica All Businesses List,,,false,Source basis: current public Little Jamaica/BBPA business list with a street address; current official business website/social destination was not separately confirmed.
Afrocan Caribbean Supermart - Jane St,2121 Jane Street,Toronto,Ontario,M3M 1A2,Canada,Food & Drink,African and Caribbean supermarket,"African groceries, Caribbean groceries, Afro-Latina foods, produce, pantry, frozen goods, beauty products, health items","African, Caribbean, Afro-Latina and tropical food supermarket.",https://afrocanmart.com/locations/toronto.html,416-241-5435,,,,https://byblacks.com/directory/business/grocery-retail/208-india-africa-caribbean-grocers,ByBlacks Black Business Directory,,,false,"Source basis: ByBlacks directory supplies name, address, phone, services and website; current official destination confirmed at AfroCan location page."
Chubby's Jamaican Kitchen,104 Portland St,Toronto,Ontario,M5V 2N2,Canada,Food & Drink,Jamaican restaurant and catering,"Jamaican food, restaurant, catering, pickup, delivery, private dining","Jamaican restaurant offering food, catering, pickup and delivery.",https://chubbysjamaicankitchen.ca/,416-792-8105,https://www.instagram.com/chubbysjamaican/,,,https://chubbysjamaicankitchen.ca/,Official business website,,,false,"Source basis: official business website confirms current Toronto address, phone, services and Instagram; current official destination confirmed."
