name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
AC Transit,1600 Franklin St,Oakland,CA,94612,USA,transportation,public bus,local bus paratransit transit passes,Public bus agency serving Oakland and East Bay.,https://www.actransit.org,,,,,https://www.actransit.org,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
East Bay Paratransit,1750 Broadway,Oakland,CA,94612,USA,transportation,paratransit,ADA paratransit reservations accessible transportation,ADA paratransit service for East Bay riders.,https://www.eastbayparatransit.org,,,,,https://www.eastbayparatransit.org,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
BART Lake Merritt Station,800 Madison St,Oakland,CA,94607,USA,transportation,rail transit,regional rail transit accessibility,BART rail station in Oakland.,https://www.bart.gov,,,,,https://www.bart.gov,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland International Airport,1 Airport Dr,Oakland,CA,94621,USA,travel,airport,commercial flights parking ground transportation,Oakland international passenger airport.,https://www.iflyoak.com,,,,,https://www.iflyoak.com,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Visit Oakland,481 9th St,Oakland,CA,94607,USA,travel,tourism bureau,visitor information events hotels itineraries,Official Oakland tourism organization.,https://www.visitoakland.com,,,,,https://www.visitoakland.com,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
The New Parish,1743 San Pablo Ave,Oakland,CA,94612,USA,nightlife,music venue,live music concerts nightlife events,Live music venue in downtown Oakland.,https://www.thenewparish.com,,,,,https://www.thenewparish.com,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
White Horse Bar,6551 Telegraph Ave,Oakland,CA,94609,USA,nightlife,bar and events,bar nightlife DJs events,Oakland bar and nightlife venue.,https://www.whitehorseoakland.com,,,,,https://www.whitehorseoakland.com,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Starline Social Club,2236 Martin Luther King Jr Way,Oakland,CA,94612,USA,nightlife,music and events venue,live music DJs dancing events,Oakland nightlife and events venue.,https://www.starlinesocialclub.com,,,,,https://www.starlinesocialclub.com,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Arena,7000 Coliseum Way,Oakland,CA,94621,USA,recreation,sports and entertainment venue,concerts sports events tickets,Sports and entertainment arena complex in Oakland.,https://www.theoaklandarena.com,,,,,https://www.theoaklandarena.com,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Zoo,9777 Golf Links Rd,Oakland,CA,94605,USA,recreation,zoo,animals family activities education events,Zoo and family recreation destination in Oakland.,https://www.oaklandzoo.org,,,,,https://www.oaklandzoo.org,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Chabot Space & Science Center,10000 Skyline Blvd,Oakland,CA,94619,USA,recreation,science center,planetarium astronomy education exhibits,Science and astronomy center in Oakland.,https://chabotspace.org,,,,,https://chabotspace.org,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Lake Merritt Boating Center,568 Bellevue Ave,Oakland,CA,94610,USA,recreation,boating and recreation,kayak canoe boat rentals lessons,Public boating and recreation center at Lake Merritt.,https://www.oaklandca.gov,,,,,https://www.oaklandca.gov,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Ice Center,519 18th St,Oakland,CA,94612,USA,recreation,ice rink,ice skating hockey lessons rentals,Public ice skating and hockey facility.,https://www.oaklandice.com,,,,,https://www.oaklandice.com,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Parks and Recreation,250 Frank H Ogawa Plaza Ste 2013,Oakland,CA,94612,USA,recreation,parks services,parks recreation classes sports pools,City parks and recreation department.,https://www.oaklandca.gov/departments/parks-recreation-youth-development,,,,,https://www.oaklandca.gov/departments/parks-recreation-youth-development,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Head Start Center 98th Avenue,990 98th Ave,Oakland,CA,94603,USA,child care/education,early childhood education,preschool Head Start family support,Head Start early childhood education center in Oakland.,https://www.alamedacountysocialservices.org,,,,,https://www.alamedacountysocialservices.org,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Head Start Center 35th Avenue,2500 35th Ave,Oakland,CA,94601,USA,child care/education,early childhood education,preschool Head Start family support,Head Start early childhood education center in Oakland.,https://www.alamedacountysocialservices.org,,,,,https://www.alamedacountysocialservices.org,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Unified School District,1000 Broadway Ste 680,Oakland,CA,94607,USA,child care/education,public school district,K-12 enrollment special education family services,Public school district serving Oakland children and families.,https://www.ousd.org,,,,,https://www.ousd.org,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
Mills College Children’s School,5000 MacArthur Blvd,Oakland,CA,94619,USA,child care/education,preschool,preschool early childhood education,Early childhood school in Oakland.,https://www.mills.edu,,,,,https://www.mills.edu,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Technical High School,4351 Broadway,Oakland,CA,94618,USA,child care/education,public high school,secondary education college preparation,Oakland public high school.,https://oaklandtech.com,,,,,https://oaklandtech.com,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
Merritt College,12500 Campus Dr,Oakland,CA,94619,USA,child care/education,community college,higher education workforce training adult education,Public community college campus in Oakland.,https://www.merritt.edu,,,,,https://www.merritt.edu,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
Laney College,900 Fallon St,Oakland,CA,94607,USA,child care/education,community college,higher education workforce certificates adult education,Public community college in Oakland.,https://laney.edu,,,,,https://laney.edu,Official website,,,true,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland LGBTQ Community Center,3207 Lakeshore Ave,Oakland,CA,94606,USA,faith/community,community center,support groups events health referrals,Community center providing LGBTQ support and programs.,https://www.oaklandlgbtqcenter.org,,,,,https://www.oaklandlgbtqcenter.org,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland African American Chamber of Commerce,4001 MacArthur Blvd Ste 305,Oakland,CA,94619,USA,faith/community,business chamber,business networking advocacy referrals,Local chamber supporting African American businesses.,https://oaacc.org,,,,,https://oaacc.org,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Oakland Public Market,55 Harrison St,Oakland,CA,94607,USA,food,market hall,food vendors retail events,Public market and food destination in Oakland.,https://www.oaklandpublicmarket.com,,,,,https://www.oaklandpublicmarket.com,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Grand Lake Farmers Market,746 Grand Ave,Oakland,CA,94610,USA,food,farmers market,fresh produce prepared food local vendors,Weekly farmers market in Oakland.,https://www.agriculturalinstitute.org,,,,,https://www.agriculturalinstitute.org,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
Temescal Farmers Market,5300 Claremont Ave,Oakland,CA,94618,USA,food,farmers market,fresh produce prepared food local vendors,Farmers market in Oakland.,https://www.agriculturalinstitute.org,,,,,https://www.agriculturalinstitute.org,Official website,,,false,Source basis: official organization/business website and public address; current official destination confirmed.
