name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Oooh Girl Who Did Your Hair,4408 Menaul Blvd NE Ste B,Albuquerque,NM,87110,USA,beauty,hair salon,hair styling salon beauty,Hair styling services.,http://www.ooohgirl.com/,505-200-0382,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Sheer Elegance Hair & Nail Salon,6600 Indian School Rd NE,Albuquerque,NM,87110,USA,beauty,hair and nails,hair nails salon beauty,Hair and nail salon services.,https://www.solasalonstudios.com/salonprofessional/rayetta-baty,505-720-1770,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Trendz Beauty Supply,4301 Menaul Blvd NE,Albuquerque,NM,87110,USA,retail,beauty supply,beauty supply hair products cosmetics,Beauty supply retail.,http://www.trendzbeautysupply.com/,505-881-4777,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Fifty-Fifty Coffeehouse & Pub,2122 Central Ave SE,Albuquerque,NM,87106,USA,food,coffeehouse and pub,coffee food craft beer cafe,"Coffee, comfort food and craft beer.",https://www.5050coffeehousepub.com,505-639-4334,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Nexus Brewery,4730 Pan American Fwy East NE Suite D,Albuquerque,NM,87109,USA,food,brewery and restaurant,brewery beer restaurant food,Brewery and restaurant.,https://nexusbrewery.com,505-242-4100,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Mr. Powdrell's Barbeque,11301 Central Ave NE,Albuquerque,NM,87123,USA,food,barbecue restaurant,barbecue soul food restaurant catering,Barbecue and soul food restaurant.,http://www.bbqandsoulfoodabq.com,505-298-6766,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Frank's Famous Chicken & Waffles,400 Washington St SE,Albuquerque,NM,87108,USA,food,restaurant,chicken waffles soul food restaurant,Chicken and waffles restaurant.,http://www.bbqandsoulfoodabq.com,505-712-5109,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Waffle House #952,2250 Yale Blvd SE,Albuquerque,NM,87106,USA,food,restaurant,breakfast waffles restaurant,Breakfast restaurant.,https://www.facebook.com/,505-843-9194,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Pepper's Ole Fashion BBQ,303 San Pedro Dr NE,Albuquerque,NM,87108,USA,food,barbecue restaurant,barbecue soul food restaurant,Barbecue restaurant.,https://www.facebook.com/peppersolefashionbbq/,505-967-6427,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Q's Cakes,2720 Central Ave SE Suite D,Albuquerque,NM,87106,USA,food,bakery,cakes desserts bakery custom cakes,Cake and dessert bakery.,http://www.qcakes.com,505-514-6775,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Rude Boy Cookies,115 Harvard SE,Albuquerque,NM,87106,USA,food,bakery,cookies desserts bakery,Cookie bakery.,https://rudeboycookies.com,505-573-3361,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
A Taste of the Caribbean,2720 Central Ave SE,Albuquerque,NM,87106,USA,food,Caribbean restaurant,Caribbean food restaurant catering,Caribbean food and restaurant services.,http://www.tasteofthecaribbeanalb.com,505-503-8428,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Abundant Life Community Church,9931 Lomas Blvd NE,Albuquerque,NM,87112,USA,faith/community,church,worship church community,Community church and worship.,http://www.abundantlifechurchnew.org,505-294-2403,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Antioch Baptist Church,305 47th St NW,Albuquerque,NM,87105,USA,faith/community,church,Baptist church worship community,Baptist church and community worship.,http://antiochbc-abq.cwwsites.com/,505-831-2088,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Belen Missionary Baptist Church,1004 Glacier Bay SE,Albuquerque,NM,87123,USA,faith/community,church,Baptist church worship community,Missionary Baptist church.,https://www.facebook.com/,505-292-5098,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Bethesda 7th Day Adventist,1800 Arno SE,Albuquerque,NM,87102,USA,faith/community,church,Seventh-day Adventist church worship,Seventh-day Adventist church.,http://albuquerquebethesdanm.adventistchurch.org/,505-243-6203,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Bethlehem Baptist Church,512 Wheeler SE,Albuquerque,NM,87102,USA,faith/community,church,Baptist church worship community,Baptist church and community worship.,https://www.facebook.com/,505-242-4004,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Faith Tabernacle Full Gospel Baptist,7701 Zuni SE,Albuquerque,NM,87106,USA,faith/community,church,Baptist church worship community,Full Gospel Baptist church.,https://www.facebook.com/,505-232-6770,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Faith Temple Church of God In Christ,1000 Broadway Blvd SE,Albuquerque,NM,87102,USA,faith/community,church,COGIC church worship community,Church of God in Christ congregation.,https://www.facebook.com/,505-842-9078,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Fellowship Missionary Baptist,8550 Saul Bell Rd NW,Albuquerque,NM,87121,USA,faith/community,church,Baptist church worship community,Missionary Baptist church.,http://www.fellowship-abq.org/,505-242-8928,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
God's House Church,2335 Wyoming Blvd NE,Albuquerque,NM,87111,USA,faith/community,church,church worship community,Church and community worship.,http://www.godshousechurch.com/,505-332-2457,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
God's Way Worship Center,1701 Walter SE,Albuquerque,NM,87102,USA,faith/community,church,church worship community,Worship center and community services.,http://www.godswaycommunitychurch.com/,505-843-7474,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Grant Chapel AME,7920 Claremont NE,Albuquerque,NM,87110,USA,faith/community,church,African Methodist Episcopal church worship,AME church and worship.,http://grantameabq.org/,505-293-1300,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Master’s Touch Cathedral,6020 Juniper Rd NW,Albuquerque,NM,87120,USA,faith/community,church,church worship community,Cathedral and worship community.,https://themasterstouchcathedral.org/,505-836-5292,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
MetroChurch COGIC,4800 Lomas Blvd NE,Albuquerque,NM,87108,USA,faith/community,church,COGIC church worship community,Church of God in Christ congregation.,http://www.metrocogicnm.com/,505-247-8695,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Morningstar Missionary Baptist,1201 Arno SE,Albuquerque,NM,87102,USA,faith/community,church,Baptist church worship community,Missionary Baptist church.,http://www.morningstarmbc-abq.org/,505-843-7409,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Mount Olive Missionary Baptist,2401 University Blvd SE,Albuquerque,NM,87106,USA,faith/community,church,Baptist church worship community,Missionary Baptist church.,http://www.mom-bc.com/,505-242-8331,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Shiloh Missionary Baptist Church,608 Avenida Cesar Chavez SE,Albuquerque,NM,87102,USA,faith/community,church,Baptist church worship community,Missionary Baptist church.,http://shilohmbcalbq.com/,505-842-5023,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Word of Life Restoration,1605 San Pedro NE,Albuquerque,NM,87110,USA,faith/community,church,church worship community,Church and worship community.,https://www.facebook.com/,505-217-0090,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
A-Quality Plumbing,908 Seattle Slew Ave,Albuquerque,NM,87123,USA,home,plumbing,plumbing residential repair maintenance,Plumbing contractor.,https://www.facebook.com/,505-610-1716,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,true,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Banks Electric,1302 Apodaca SW,Albuquerque,NM,87121,USA,home,electrical contractor,electrical wiring repair contractor,Electrical contractor.,http://www.bankselectricalalbuquerque.com/,505-831-1532,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,true,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Eric Spurlock Custom Home Design LLC,6100 Seagull St NE Suite B-210,Albuquerque,NM,87109,USA,housing,home design,custom home design architecture planning,Custom home design services.,http://www.ericspurlock.com/,505-503-0345,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,true,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Heritage-Roofing,3321 Candelaria Rd NW Suite 145,Albuquerque,NM,87107,USA,home,roofing,roofing repair contractor home maintenance,Roofing contractor.,http://www.heritageroofingllc.com/,505-881-0091,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,true,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Doorman LLC,12925 Central Ave SE Ste 4-D,Albuquerque,NM,87123,USA,home,garage doors,garage door installation repair home services,Garage door services.,http://www.doormanabq.com/,505-890-5555,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,true,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
EXP Realty,100 Sun Avenue NE Suite 650,Albuquerque,NM,87109,USA,housing,real estate,real estate agent home buying selling,Real estate brokerage.,https://www.exprealty.com/,505-410-2876,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,true,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Realty 1 of NM,7441 Alameda Blvd NE,Albuquerque,NM,87113,USA,housing,real estate,real estate agent home buying selling,Real estate brokerage.,https://www.realty1nm.com/,505-410-2876,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,true,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
LMG Consulting,525 San Pedro NE 2nd Floor Ste 220,Albuquerque,NM,87106,USA,professional services,consulting,business consulting professional services,Consulting services.,http://www.lmgworks.com/,303-725-3846,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Rogers and Associates,2929 Coors Blvd NW Suite 201L,Albuquerque,NM,87120,USA,professional services,consulting,professional consulting business services,Professional consulting services.,https://www.facebook.com/,505-839-7777,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
Simply One Stop,4000 Menaul Blvd NE,Albuquerque,NM,87110,USA,retail,printing and services,printing copying business services,Print and business services.,https://www.facebook.com/,505-883-0030,,,,https://afro.unm.edu/services/community-resources.html,UNM Ujima Guide (African American Student Services),Black-owned (directory-documented),https://afro.unm.edu/services/community-resources.html,false,Source basis: UNM Ujima Guide identifies this listing in its Albuquerque Black Owned Businesses/Places of Worship directory; public street address and destination are listed there. Current official destination confirmed by listed URL availability check; directory age may require user re-verification.
