name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Louisiana Daiquiri Factory,"5725 Essen Lane, Suite A",Baton Rouge,LA,70808,USA,food,daiquiri shop,"daiquiris, drinks, food",Daiquiri and food business listed in the current Black-Owned Businesses feature.,https://www.louisianadaiquirifactory.com/,225-408-3145,,,,https://www.visitbatonrouge.com/blog/black-owned-businesses-in-baton-rouge/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/black-owned-businesses-in-baton-rouge/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
UpStage Theatre Company,1713 Wooddale Boulevard,Baton Rouge,LA,70806,USA,culture,theatre company,"theatre, stage productions, performing arts",Theatre company listed in the current Black-Owned Businesses feature.,https://upstagetheatre.biz/,225-924-3774,,,,https://www.visitbatonrouge.com/blog/black-owned-businesses-in-baton-rouge/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/black-owned-businesses-in-baton-rouge/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
The Executive Center,"250 South Foster Drive, Suite A",Baton Rouge,LA,70806,USA,housing,"coworking, business center","executive offices, workspace, business services",Executive center listed among other current Black-owned Baton Rouge businesses.,https://www.theexecutivecenterbr.com/,225-377-4400,,,,https://www.visitbatonrouge.com/blog/black-owned-businesses-in-baton-rouge/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/black-owned-businesses-in-baton-rouge/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
The Bullfish Bistro,"14241 Airline Hwy, Suite 105",Baton Rouge,LA,70817,USA,food,Caribbean restaurant,"Caribbean cuisine, vegan menu, lamb chops, dining",Caribbean-rooted restaurant with a full vegan menu and Southern-influenced offerings.,https://www.thebullfishbar.com/,225-478-1690,,,,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
Chicken Shack — Pawtucket Street,3939 Pawtucket Street,Baton Rouge,LA,70805,USA,food,soul food restaurant,"fried chicken, red beans and rice, macaroni and cheese",Long-running Baton Rouge restaurant serving fried chicken and soul-food sides.,https://chickenshack.org/,225-357-6889,,,,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
The Cozy Griddle,"11445 Coursey Boulevard, Suite C",Baton Rouge,LA,70816,USA,food,breakfast restaurant,"breakfast, omelets, seafood breakfast",Breakfast restaurant offering build-your-own omelets and breakfast options.,https://www.instagram.com/the_cozygriddle/,,,,,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
Crafted Nibbles,4631 Perkins Road,Baton Rouge,LA,70808,USA,food,"charcuterie, catering","custom cheese boxes, charcuterie, catering, gluten-free, vegan, kosher","Build-your-own cheese box bar with gluten-free, vegan, kosher options and catering.",https://www.visitbatonrouge.com/directory/crafted-nibbles/,,,,,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
DC Eats,4510 North Boulevard,Baton Rouge,LA,70806,USA,food,soul food restaurant,"soul food, burgers, wings, daily specials","Soul-food restaurant offering daily specials, homemade burgers, and wings.",https://www.dceatsbr.com/,225-357-0027,,,,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
Dorothy’s Soul Food Kitchen,1221 Gardere Lane,Baton Rouge,LA,70820,USA,food,soul food restaurant,"soul food, family meals, Southern cooking",Baton Rouge soul-food kitchen serving classic dishes and large family-style plates.,https://www.facebook.com/DorothysSoulFoodKitchen/,225-757-1146,,,,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
Smoke Bayou,10655 Coursey Boulevard,Baton Rouge,LA,70816,USA,food,barbecue restaurant,"BBQ, brisket, ribs, BBQ platters","Barbecue restaurant serving brisket, ribs, and BBQ platters.",https://www.visitbatonrouge.com/directory/smoke-bayou/,,,,,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
Zeeland Street,2031 Perkins Road,Baton Rouge,LA,70808,USA,food,"restaurant, breakfast","lunch specials, breakfast, Southern cooking",Long-running restaurant known for daily lunch specials and hearty breakfast options.,https://www.visitbatonrouge.com/directory/zeeland-street-market/,,,,,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,Visit Baton Rouge,Black-owned,https://www.visitbatonrouge.com/blog/baton-rouge-area-black-owned-restaurants/,false,Current Visit Baton Rouge feature/directory supplied public address and business destination; current official destination confirmed.
