name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Dunia Health Clinic,"11625 Rainier Ave S, #102",Seattle,WA,98178,USA,health,clinic testing,drug alcohol physical testing clinic Seattle,"Clinic providing compliant drug, alcohol and physical testing and general clinic visits.",https://duniahealthclinic.com/,206-268-0427,https://www.instagram.com/dunia_health_clinic/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,true,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Kaju Fit Club,9460 Rainier Ave S,Seattle,WA,98118,USA,recreation,fitness martial arts,sports training fitness self defense ages 8 Seattle,"Sports training, fitness classes and self-defense lessons for ages 8 and up.",https://kajufitclubseattle.com/,619-600-8622,https://www.instagram.com/kajufitclub/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Kyla Care Therapy,3400 Harbor Ave SW,Seattle,WA,98126,USA,health,mental health,reproductive mental health therapy pregnancy postpartum Seattle,"Reproductive mental health and wellness practice for fertility, pregnancy, postpartum, loss and beyond.",https://www.kylacaretherapy.com/,206-713-9131,https://www.instagram.com/kylacaretherapy/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,true,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
"Renegades For Life, Inc","1265 S Main St, Suite 305A",Seattle,WA,98144,USA,health,mental health counseling,youth family counseling intervention Seattle,Youth and family counseling and comprehensive family intervention services.,https://www.gadesforlife.org/,206-841-3700,https://www.instagram.com/renegades_for_life_inc/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,true,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
WA Therapy Fund Foundation,4501 15th Ave. So. Suite 102,Seattle,WA,98108,USA,health,mental health education,mental health education self care people of color Seattle,Mental health education and radical self-care for people of color.,https://therapyfundfoundation.org/,253-951-9990,https://www.instagram.com/therapyfundfoundation/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,true,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Why's Words Therapy,4501 15th Ave. So. Suite 102,Seattle,WA,98108,USA,health,mental health counseling,therapy youth adults workshops emotional regulation Seattle,"Mental health services for youth and adults, workshops and consulting.",https://www.whyswordstherapy.com/,206-657-7389,https://www.instagram.com/whyswordstherapy/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,true,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Ahadu Ethiopian Restaurant,1508 NE 117th St,Seattle,WA,98125,USA,food,Ethiopian restaurant,Ethiopian cuisine injera vegan kitfo catering,"Family-owned Ethiopian restaurant offering dine-in, takeout and catering.",https://www.ahadu-ethiopian-restaurant.net/,206-403-1326,https://www.instagram.com/ahaduethiopianrestaurant,https://www.instagram.com/ahaduethiopianrestaurant,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
City Teriyaki,5400 Rainier Ave S,Seattle,WA,98118,USA,food,Japanese restaurant,teriyaki tempura yakisoba online ordering,"Japanese-inspired teriyaki, tempura and yakisoba restaurant.",https://cityteriyaki.com/buy-food/,206-723-2489,,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Communion Restaurant & Bar,2350 E. Union St,Seattle,WA,98122,USA,food,restaurant,Black culinary exploration dining bar,"Restaurant and bar centered on belonging, fellowship and Black culinary exploration.",https://www.communionseattle.com/,206-391-8140,https://www.instagram.com/communionseattle/,https://www.instagram.com/communionseattle/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Emerald City Fish & Chips,3756 Rainier Avenue,Seattle,WA,98144,USA,food,restaurant,seafood fish chips po boy oysters burgers,"Seafood restaurant serving fish, oysters, prawns, po’boys, chowder and burgers.",http://www.emeraldcityfishandchips.com/home,206-760-3474,,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Emma's BBQ,5303 Rainier Avenue S,Seattle,WA,98118,USA,food,restaurant,Southern barbecue pulled pork brisket,"Southern BBQ including pulled pork, brisket, cornbread and macaroni and cheese.",https://www.facebook.com/emmasbbq1/,206-413-1523,,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Fat's Chicken & Waffles,2726 E Cherry St,Seattle,WA,98122,USA,food,restaurant,Southern New Orleans chicken waffles shrimp grits,"Southern and New Orleans-influenced restaurant serving chicken and waffles, shrimp and grits, catfish and sides.",https://fatschickenandwaffles.com/,206-602-6863,https://www.instagram.com/fatschicken/,https://www.instagram.com/fatschicken/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Gold Coast Ghal Kitchen,1009 Boren Ave,Seattle,WA,98104,USA,food,restaurant,West African Ghanaian Liberian catering,"West African restaurant offering Ghanaian and Liberian cuisine, catering and boxed lunches.",https://goldcoastghal.com/,206-535-4584,https://www.instagram.com/goldcoastghalkitchen,https://www.instagram.com/goldcoastghalkitchen,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Island Soul Rum and Soul Shack,4869 Rainier Ave S,Seattle,WA,98118,USA,food,restaurant,Caribbean soul food rum bar,Family-run restaurant featuring Caribbean-inspired soul food and a full bar.,https://www.islandsoulrestaurant.com/menu,206-329-1202,https://www.instagram.com/islandsoulshack/,https://www.instagram.com/islandsoulshack/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Jerk Shack,2510 1st Ave,Seattle,WA,98121,USA,food,restaurant,Caribbean Jamaican jerk food,Caribbean restaurant serving jerk food and related menu items.,https://jerkshackseattle.com/,206-441-7817,https://www.instagram.com/jerkshackseattle/,https://www.instagram.com/jerkshackseattle/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Jones Barbeque,4417 Fauntleroy Way SW,Seattle,WA,98126,USA,food,restaurant,barbecue ribs brisket sweet potato pie,"Compact BBQ restaurant serving ribs, brisket and sweet-potato pie.",https://www.instagram.com/jonesbarbeque/,206-739-6169,https://www.instagram.com/jonesbarbeque/,https://www.instagram.com/jonesbarbeque/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Lil Red Takeout & Catering,4225 Rainier Ave S,Seattle,WA,98118,USA,food,restaurant,Jamaican Southern takeout catering,Neighborhood restaurant serving Jamaican and Southern fare.,https://lilredtakeoutandcatering.com/,206-760-2931,,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Mama Sambusa Kitchen,8319 Wabash Ave S,Seattle,WA,98118,USA,food,restaurant,Somali sambusa East African,Somali street cart expanded to a brick-and-mortar restaurant.,https://www.mamasambusakitchen.com/,206-409-5004,https://www.instagram.com/mamasambusakitchen/,https://www.instagram.com/mamasambusakitchen/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Marjorie Restaurant,"2301 E Union St, Suite P",Seattle,WA,98122,USA,food,restaurant,globally inspired locally sourced dining,"Central District restaurant serving locally sourced, globally inspired dishes.",https://www.marjorierestaurant.com/,206-441-9842,https://www.instagram.com/marjorieseattle/,https://www.instagram.com/marjorieseattle/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Pam's Kitchen,1525 13th Ave,Seattle,WA,98122,USA,food,restaurant,Caribbean Jamaican food,Caribbean restaurant offering Jamaican dishes including jerk wings and curried shrimp.,https://pams-kitchen.com/,206-696-7010,https://www.instagram.com/pamskitchenseattle/,https://www.instagram.com/pamskitchenseattle/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Simply Soulful,2321 S Jackson St,Seattle,WA,98144,USA,food,cafe,soul food desserts family cafe,Family-owned cafe serving classic soul food dishes and desserts.,https://www.simplysoulfulseattle.com/,206-402-6618,,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Taste of the Caribbean,1212 East Jefferson Street,Seattle,WA,98122,USA,food,restaurant,Jamaican Caribbean food jerk wings curry,Jamaican restaurant serving Caribbean-spiced dishes.,https://tasteofthecaribbeanseattle.com/,206-323-9112,https://www.instagram.com/tasteofthecaribbean/,https://www.instagram.com/tasteofthecaribbean/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
The Comfort Zone,5016 Rainier Ave S,Seattle,WA,98118,USA,food,restaurant,Southern soul food,Mother-daughter soul-food restaurant celebrating Southern cuisine.,https://thecomfortzonesoulfood.com/,206-588-2144,https://www.instagram.com/thecomfortzonerestaurant206/,https://www.instagram.com/thecomfortzonerestaurant206/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Baked from the Hart,2801 S Hanford St,Seattle,WA,98144,USA,food,food,bakery pies peach cobbler pecan sweet potato,"Bakery serving peach, pecan and sweet-potato pies and cobbler.",https://bakedfromthehart.com/,206-650-9191,,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Brown Sugar Baking Company,"308 22nd Ave S, Unit 101",Seattle,WA,98144,USA,food,food,vegan bakery plant based pastries catering wholesale,"Bakery specializing in plant-based meals, vegan pastries, cakes, cookies, catering and wholesale.",https://www.brownsugarbakingcompany.com/,206-556-0749,https://www.instagram.com/brownsugarbaking/,https://www.instagram.com/brownsugarbaking/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Creamy Cone Cafe,9433 Rainier Ave S,Seattle,WA,98118,USA,food,cafe,ice cream espresso specialty drinks,"Cafe serving rotating ice cream flavors, espresso and specialty drinks.",https://www.instagram.com/creamyconecafe/,425-243-7983,https://www.instagram.com/creamyconecafe/,https://www.instagram.com/creamyconecafe/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Seattle Sorbets,4611 36th Ave SW,Seattle,WA,98126,USA,food,food,vegan non dairy sorbet ice cream,"Black-owned sorbet and ice cream manufacturer with vegan, non-dairy flavors.",https://www.seattlesorbets.com/,,https://www.instagram.com/seattlesorbets/,https://www.instagram.com/seattlesorbets/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Avole Ethiopian Coffee,2330 East Union Street,Seattle,WA,98122,USA,food,coffee cafe,Ethiopian coffee ceremony single origin coffee Seattle,Coffee roaster sourcing single-origin beans from Ethiopia.,https://www.avolecoffee.com/,,https://www.instagram.com/avolecoffee/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Boon Boona Coffee,"1223 E Cherry St, Ste C121B",Seattle,WA,98122,USA,food,coffee cafe,East African coffee ceremony pastries Seattle,Cafe honoring traditional East African coffee ceremony and community gathering.,https://www.boonboonacoffee.com/,206-328-5829,https://www.instagram.com/boonboonacoffee/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Cafe Selam,2715 E. Cherry St B,Seattle,WA,98122,USA,food,Ethiopian restaurant,Ethiopian injera grains spices Central District,Ethiopian restaurant serving house-made injera and fresh dishes.,https://www.cafeselam.com/,206-328-0404,,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Central Cafe and Juice Bar,2509 East Cherry St,Seattle,WA,98122,USA,food,cafe juice bar,espresso pressed juice smoothies tea pastries deli,"Eco-conscious cafe offering espresso, juice, smoothies, teas, pastries and deli items.",https://www.centralcafeseattle.com/,206-538-0380,https://www.instagram.com/centralcafe_seattle/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Footprint Wine Tap,1222 E Madison St. Suite C,Seattle,WA,98122,USA,nightlife,wine bar restaurant,sustainable keg wine local Washington wine Seattle,Wine-on-tap bar and restaurant featuring local Washington and Pacific Northwest products.,https://footprintwine.com/,206-485-7175,https://www.instagram.com/footprintwinetap/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Revelry Room,4547 California Ave SW,Seattle,WA,98116,USA,nightlife,cocktail lounge DJ bar,cocktail lounge DJ bar West Seattle,Cocktail lounge and DJ bar in West Seattle.,https://jetcitylabs.com/revelry/,206-327-9333,https://www.instagram.com/revelrywest/,https://www.facebook.com/revelryws/,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
WeRise Wines,1913 2nd Ave,Seattle,WA,98101,USA,nightlife,wine bar,wine bar underrepresented winemakers Seattle,Mission-driven wine bar highlighting underrepresented winemakers.,https://www.werisewines.com/,206-717-2970,https://www.instagram.com/werisewines/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
23rd Ave Brewery,2313 South Jackson Street,Seattle,WA,98144,USA,nightlife,brewery,Black-owned brewery Central District Seattle,Black-owned brewery on South Jackson Street in Seattle’s Central District.,https://www.instagram.com/23rd__ave__brewery/,,https://www.instagram.com/23rd__ave__brewery/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
The Copy Spot,4547 Rainier Ave,Seattle,WA,98118,USA,retail,printing copy center,printing graphic design marketing copies Seattle,"African American-owned copy center specializing in graphic, print and marketing services.",https://thecopyspot.com/,206-397-3835,,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,African American-owned,https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Boosh Nursery,2311 S Jackson St,Seattle,WA,98144,USA,retail,plant nursery,plants pottery nursery Seattle,Plant nursery offering plants and pottery.,https://www.instagram.com/boosh.nursery/,206-491-8560,https://www.instagram.com/boosh.nursery/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Noir Lux Candle Bar,3020 Warren Pl,Seattle,WA,98121,USA,retail,candles home fragrance,soy candles wood wick home fragrance Seattle,"Black-owned, woman-owned candle business making wood-wick soy candles.",https://www.noirluxcandleco.com/,,https://www.instagram.com/noirluxcandleco/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned; woman-owned,https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Alter Ego Expressions,"300 Lenora St, #370",Seattle,WA,98121,USA,retail,apparel accessories,custom apparel lifestyle merchandise Seattle,Seattle-based apparel and lifestyle merchandise by artist Ayanna Ali.,http://www.alteregoexp.com/,,https://www.instagram.com/alterego_exp/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
"Apparel Allstars Association, SPC",918 S Horton St,Seattle,WA,98134,USA,retail,apparel printing,custom DTG printing embroidery bulk apparel Seattle,"Wholesale apparel and merchandise manufacturer specializing in DTG printing, embroidery and bulk orders.",https://www.apparelallstarsassoc.com/,206-765-0039,https://www.instagram.com/apparelallstars/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-owned (directory-listed),https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
Community Passageways,7728 Rainier Ave S.,Seattle,WA,98118,USA,faith/community,youth services,youth alternatives incarceration mentoring Seattle,Seattle nonprofit creating alternatives to youth incarceration through relationships and community.,https://communitypassageways.org/,206-257-0774,https://www.instagram.com/CommunityPassageways/,,,https://urbanleague.org/black-business-directory/,Urban League of Metropolitan Seattle Black Business Directory,Black-led,https://urbanleague.org/black-business-directory/,false,Source basis: current Urban League/NAAM directory listing with public street address and attributable destination; current official website or public social destination confirmed.
