name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Medgar Evers College,1650 Bedford Ave,New York,NY,11225,USA,child care/education,higher education,college adult education workforce,CUNY college in Crown Heights,https://www.mec.cuny.edu,,,,,https://www.mec.cuny.edu,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Hostos Community College,500 Grand Concourse,New York,NY,10451,USA,child care/education,higher education,college adult education workforce,CUNY community college in the Bronx,https://www.hostos.cuny.edu,,,,,https://www.hostos.cuny.edu,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Harlem Hospital Center,506 Lenox Ave,New York,NY,10037,USA,health,hospital,emergency primary care maternity,Public hospital serving Central Harlem,https://www.nychealthandhospitals.org/harlem,,,,,https://www.nychealthandhospitals.org/harlem,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Kings County Hospital Center,451 Clarkson Ave,New York,NY,11203,USA,health,hospital,emergency primary care maternity,Public hospital serving central Brooklyn,https://www.nychealthandhospitals.org/kingscounty,,,,,https://www.nychealthandhospitals.org/kingscounty,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Lincoln Medical Center,234 E 149th St,New York,NY,10451,USA,health,hospital,emergency primary care maternity,Public hospital in the Bronx,https://www.nychealthandhospitals.org/lincoln,,,,,https://www.nychealthandhospitals.org/lincoln,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Woodhull Hospital,760 Broadway,New York,NY,11206,USA,health,hospital,emergency primary care maternity,Public hospital serving North Brooklyn,https://www.nychealthandhospitals.org/woodhull,,,,,https://www.nychealthandhospitals.org/woodhull,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Metropolitan Hospital Center,1901 First Ave,New York,NY,10029,USA,health,hospital,emergency primary care behavioral health,Public hospital in East Harlem,https://www.nychealthandhospitals.org/metropolitan,,,,,https://www.nychealthandhospitals.org/metropolitan,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Morris Heights Health Center,25 E 183rd St,New York,NY,10453,USA,health,community health center,primary care behavioral health pediatrics,Federally qualified community health center in the Bronx,https://www.morrisheights.org,,,,,https://www.morrisheights.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Betances Health Center,280 Henry St,New York,NY,10002,USA,health,community health center,primary care pediatrics behavioral health,Community health center on the Lower East Side,https://www.betances.org,,,,,https://www.betances.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Charles B. Wang Community Health Center,268 Canal St,New York,NY,10013,USA,health,community health center,primary care pediatrics women health,Community health center serving Chinatown and Lower Manhattan,https://www.cbwchc.org,,,,,https://www.cbwchc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Callen-Lorde Community Health Center,356 W 18th St,New York,NY,10011,USA,health,community health center,primary care sexual health LGBTQ care,LGBTQ-focused community health center,https://callen-lorde.org,,,,,https://callen-lorde.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Apicha Community Health Center,400 Broadway,New York,NY,10013,USA,health,community health center,primary care HIV care behavioral health,Community health center serving LGBTQ and Asian communities,https://www.apicha.org,,,,,https://www.apicha.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Ryan Health Harlem,145 W 125th St,New York,NY,10027,USA,health,community health center,primary care pediatrics women health,Community health center in Harlem,https://ryanhealth.org,,,,,https://ryanhealth.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
BronxCare Health System,1650 Grand Concourse,New York,NY,10457,USA,health,hospital,hospital emergency primary care,Nonprofit health system serving the Bronx,https://www.bronxcare.org,,,,,https://www.bronxcare.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Mount Sinai Morningside,1111 Amsterdam Ave,New York,NY,10025,USA,health,hospital,hospital emergency maternity,Hospital on Manhattan’s West Side,https://www.mountsinai.org/locations/morningside,,,,,https://www.mountsinai.org/locations/morningside,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
"NYC Health + Hospitals/Gotham Health, Sydenham",264 W 118th St,New York,NY,10026,USA,health,clinic,primary care pediatrics family medicine,Public primary care clinic in Harlem,https://www.nychealthandhospitals.org/services/gotham-health,,,,,https://www.nychealthandhospitals.org/services/gotham-health,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Harlem Dental Center,2112 Adam Clayton Powell Jr Blvd,New York,NY,10027,USA,dental,general dentistry,dentist cleanings fillings emergency dental,Dental practice serving Harlem,https://www.harlem-dental.com,,,,,https://www.harlem-dental.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Park Avenue Dental,107 E 102nd St,New York,NY,10029,USA,dental,general dentistry,dentist implants cosmetic dentistry,Dental practice in East Harlem,https://www.parkavenuedentalny.com,,,,,https://www.parkavenuedentalny.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Brooklyn Dental Center,1419 Fulton St,New York,NY,11216,USA,dental,general dentistry,dentist cleanings fillings cosmetic dentistry,Dental practice in Bedford-Stuyvesant,https://www.brooklyndentalcenter.com,,,,,https://www.brooklyndentalcenter.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Bronx Dental Center,111 E 170th St,New York,NY,10452,USA,dental,general dentistry,dentist cleanings fillings emergency dental,Dental practice in the Bronx,https://www.bronxdentalcenter.com,,,,,https://www.bronxdentalcenter.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
NYC Health + Hospitals/Harlem Dental,506 Lenox Ave,New York,NY,10037,USA,dental,hospital dentistry,dental clinic oral health emergency dental,Hospital dental service in Harlem,https://www.nychealthandhospitals.org/harlem,,,,,https://www.nychealthandhospitals.org/harlem,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
The Silver Center for Dental Care,30 E 60th St,New York,NY,10022,USA,dental,general dentistry,dentist preventive restorative cosmetic dentistry,Dental practice in Midtown Manhattan,https://www.silverdental.com,,,,,https://www.silverdental.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Smile Design Manhattan,30 E 60th St,New York,NY,10022,USA,dental,cosmetic dentistry,dentist veneers implants cosmetic dentistry,Manhattan dental practice,https://www.smiledesignmanhattan.com,,,,,https://www.smiledesignmanhattan.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Community Healthcare Network,81 W 115th St,New York,NY,10026,USA,health,community health center,primary care pediatrics women health,Federally qualified health center network,https://www.chnnyc.org,,,,,https://www.chnnyc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
African Services Committee,429 W 127th St,New York,NY,10027,USA,health,community health,HIV care immigrant health case management,Nonprofit serving African immigrants with health and social services,https://africanservices.org,,,,,https://africanservices.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
GMHC,307 W 38th St,New York,NY,10018,USA,health,community health,HIV care mental health housing support,Community health and support organization,https://www.gmhc.org,,,,,https://www.gmhc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
SCO Family of Services,1 Alexander Ave,New York,NY,10454,USA,elder care,social services,family services senior services disability support,Nonprofit family and senior services provider,https://sco.org,,,,,https://sco.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Carter Burden Network,148 E 125th St,New York,NY,10035,USA,elder care,senior services,senior center meals case management,Harlem organization providing services for older adults,https://www.carterburdennetwork.org,,,,,https://www.carterburdennetwork.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Lenox Hill Neighborhood House,331 E 70th St,New York,NY,10021,USA,elder care,senior services,senior center meals home care,Settlement house with older adult services,https://www.lenoxhill.org,,,,,https://www.lenoxhill.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
JASA,247 W 37th St,New York,NY,10018,USA,elder care,senior services,senior housing home care meals,Nonprofit serving older New Yorkers,https://www.jasa.org,,,,,https://www.jasa.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
DOROT,171 W 85th St,New York,NY,10024,USA,elder care,senior services,senior support home visits social connection,Nonprofit supporting older adults,https://www.dorotusa.org,,,,,https://www.dorotusa.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
NYC Center for Independent Living,841 Broadway,New York,NY,10003,USA,elder care,disability services,independent living disability advocacy home support,Independent living and disability services organization,https://www.nycil.org,,,,,https://www.nycil.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Mobilization for Justice,100 William St,New York,NY,10038,USA,legal,legal aid,housing law benefits immigration legal aid,Nonprofit civil legal services provider,https://mobilizationforjustice.org,,,,,https://mobilizationforjustice.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Brooklyn Legal Services Corporation A,195 Montague St,New York,NY,11201,USA,legal,legal aid,housing law foreclosure benefits legal aid,Nonprofit legal services organization,https://bka.org,,,,,https://bka.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
The Legal Aid Society,199 Water St,New York,NY,10038,USA,legal,legal aid,housing law criminal defense immigration legal aid,Citywide nonprofit legal aid provider,https://legalaidnyc.org,,,,,https://legalaidnyc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
New York Legal Assistance Group,100 Pearl St,New York,NY,10004,USA,legal,legal aid,housing law immigration benefits legal aid,Nonprofit civil legal services organization,https://nylag.org,,,,,https://nylag.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Cabrini Immigrant Services,139 Clinton St,New York,NY,10002,USA,legal,immigration legal aid,immigration legal services citizenship translation,Nonprofit immigrant services provider,https://cabriniimmigration.org,,,,,https://cabriniimmigration.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
African Communities Together,127 W 127th St,New York,NY,10027,USA,legal,immigrant services,immigration advocacy workforce legal referrals,African immigrant advocacy organization,https://africans.us,,,,,https://africans.us,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Make the Road New York,301 Grove St,New York,NY,11237,USA,legal,community legal services,immigration housing workers rights legal aid,Community organization providing legal and advocacy services,https://maketheroadny.org,,,,,https://maketheroadny.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Bronx Legal Services,349 E 149th St,New York,NY,10455,USA,legal,legal aid,housing law family law benefits legal aid,Nonprofit legal services provider,https://www.legalservicesnyc.org,,,,,https://www.legalservicesnyc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
NYC Financial Empowerment Center,210 Joralemon St,New York,NY,11201,USA,financial,financial counseling,financial counseling debt budgeting credit,Free municipal financial counseling program,https://www.nyc.gov/site/dca/consumers/get-free-financial-counseling.page,,,,,https://www.nyc.gov/site/dca/consumers/get-free-financial-counseling.page,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Carver Federal Savings Bank,75 W 125th St,New York,NY,10027,USA,financial,bank,checking savings mortgage small business banking,Community bank headquartered in Harlem,https://www.carverbank.com,,,,,https://www.carverbank.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Harlem Business Alliance,200 W 136th St,New York,NY,10030,USA,financial,business support,small business technical assistance financing,Harlem business support organization,https://harlembusinessalliance.com,,,,,https://harlembusinessalliance.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Commonwealth Council,89-91 E 116th St,New York,NY,10029,USA,financial,business support,small business loans technical assistance,Community development organization,https://hcc-nyc.org,,,,,https://hcc-nyc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
BOMES Investment Group,30 Broad St,New York,NY,10004,USA,financial,financial services,financial planning insurance investment,Financial services firm in New York City,https://www.bomes.com,,,,,https://www.bomes.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Urban Upbound,20 Broadway,New York,NY,10004,USA,financial,financial counseling,financial coaching tax preparation banking,Nonprofit economic mobility organization,https://urbanupbound.org,,,,,https://urbanupbound.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Bedford Stuyvesant Restoration Corporation,1368 Fulton St,New York,NY,11216,USA,housing,community development,housing counseling homeownership small business,Community development organization in Brooklyn,https://restorationplaza.org,,,,,https://restorationplaza.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Harlem Congregations for Community Improvement,256 W 153rd St,New York,NY,10039,USA,housing,housing advocacy,tenant advocacy affordable housing homeownership,Harlem community development organization,https://hcci-nyc.org,,,,,https://hcci-nyc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Pratt Area Community Council,201 DeKalb Ave,New York,NY,11205,USA,housing,housing nonprofit,tenant services housing counseling homeownership,Brooklyn housing nonprofit,https://prattarea.org,,,,,https://prattarea.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Neighbors Helping Neighbors,7314 13th Ave,New York,NY,11228,USA,housing,housing counseling,homeownership foreclosure prevention housing counseling,Housing counseling nonprofit,https://nhnusa.org,,,,,https://nhnusa.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Camba Housing,1720 Church Ave,New York,NY,11226,USA,housing,housing nonprofit,affordable housing tenant services homelessness,Nonprofit housing and community services provider,https://www.camba.org,,,,,https://www.camba.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Housing Partnership Development Corporation,253 W 35th St,New York,NY,10001,USA,housing,housing nonprofit,affordable housing homeownership counseling,Affordable housing nonprofit,https://www.housingpartnership.com,,,,,https://www.housingpartnership.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Bridge Street Development Corporation,456 Nostrand Ave,New York,NY,11216,USA,housing,community development,affordable housing neighborhood services,Bedford-Stuyvesant community development organization,https://www.bsdcorp.org,,,,,https://www.bsdcorp.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
MHANY Management,470 Vanderbilt Ave,New York,NY,11238,USA,housing,housing nonprofit,affordable housing tenant services homeownership,Brooklyn affordable housing organization,https://mhany.org,,,,,https://mhany.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Habitat NYC,111 John St,New York,NY,10038,USA,housing,housing nonprofit,homeownership housing repair volunteer,New York City Habitat for Humanity affiliate,https://habitatnyc.org,,,,,https://habitatnyc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
NYC Housing Preservation and Development,100 Gold St,New York,NY,10038,USA,housing,public housing services,affordable housing tenant resources home repair,Municipal housing agency,https://www.nyc.gov/site/hpd/index.page,,,,,https://www.nyc.gov/site/hpd/index.page,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Harlem Restoration HVAC,225 W 134th St,New York,NY,10030,USA,home/HVAC,HVAC contractor,heating air conditioning ventilation repair,HVAC contractor serving New York City,https://www.harlemrestoration.com,,,,,https://www.harlemrestoration.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
M&S Mechanical,246 W 38th St,New York,NY,10018,USA,home/HVAC,mechanical contractor,HVAC plumbing heating cooling,Mechanical and HVAC contractor,https://www.msmechanical.com,,,,,https://www.msmechanical.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
All Borough Plumbing & Heating,2275 3rd Ave,New York,NY,10035,USA,home/HVAC,plumbing contractor,plumbing heating boiler repair,Plumbing and heating contractor,https://www.allboroughplumbing.com,,,,,https://www.allboroughplumbing.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Con Edison,4 Irving Pl,New York,NY,10003,USA,home/HVAC,utility,electric gas energy assistance,Electric and gas utility serving New York City,https://www.coned.com,,,,,https://www.coned.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
NYC Housing Authority,90 Church St,New York,NY,10007,USA,home/HVAC,public housing,public housing maintenance resident services,Municipal public housing authority,https://www.nyc.gov/site/nycha/index.page,,,,,https://www.nyc.gov/site/nycha/index.page,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Urban Atelier Group,155 W 23rd St,New York,NY,10011,USA,home/HVAC,general contractor,construction renovation project management,New York construction and development contractor,https://urbanateliergroup.com,,,,,https://urbanateliergroup.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
MTA New York City Transit,2 Broadway,New York,NY,10004,USA,transportation,public transit,subway bus paratransit transportation,Public subway and bus transportation provider,https://new.mta.info,,,,,https://new.mta.info,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Access-A-Ride,2 Broadway,New York,NY,10004,USA,transportation,paratransit,paratransit accessible transportation,MTA paratransit service,https://new.mta.info/accessibility/access-a-ride,,,,,https://new.mta.info/accessibility/access-a-ride,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
NYC Ferry,East River Ferry Terminal,New York,NY,10005,USA,transportation,ferry,ferry public transit waterfront transportation,Municipal ferry service,https://www.ferry.nyc,,,,,https://www.ferry.nyc,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Heritage Tours,Harlem,New York,NY,10027,USA,travel,heritage tours,Harlem history walking tours cultural tourism,Harlem cultural tourism operator,https://harlemheritage.com,,,,,https://harlemheritage.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Circle Line Sightseeing Cruises,Pier 83 W 42nd St,New York,NY,10036,USA,travel,sightseeing,New York sightseeing harbor cruises tours,Sightseeing cruise operator,https://www.circleline.com,,,,,https://www.circleline.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Moynihan Train Hall,8th Ave between 31st and 33rd St,New York,NY,10001,USA,travel,transport hub,rail travel Amtrak commuter rail,Public rail terminal in Midtown Manhattan,https://moynihantrainhall.nyc,,,,,https://moynihantrainhall.nyc,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Heliport,6 E River Piers,New York,NY,10035,USA,travel,airport/heliport,helicopter charter aviation travel,Public heliport facility in East Harlem,https://www.nyc.gov/html/dot/html/infrastructure/heliports.shtml,,,,,https://www.nyc.gov/html/dot/html/infrastructure/heliports.shtml,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Red Rooster Harlem,310 Lenox Ave,New York,NY,10027,USA,food,restaurant,American soul food brunch dinner,Harlem restaurant by chef Marcus Samuelsson,https://redroosterharlem.com,,,,,https://redroosterharlem.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Sylvia’s Restaurant,328 Malcolm X Blvd,New York,NY,10027,USA,food,restaurant,soul food brunch catering,Harlem soul-food restaurant,https://sylviasrestaurant.com,,,,,https://sylviasrestaurant.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Amy Ruth’s,113 W 116th St,New York,NY,10026,USA,food,restaurant,soul food chicken waffles brunch,Harlem restaurant known for chicken and waffles,https://amyruths.com,,,,,https://amyruths.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Shake,100 W 124th St,New York,NY,10027,USA,food,restaurant,burgers shakes American food,Harlem burger restaurant,https://harlemshake.com,,,,,https://harlemshake.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Charles Pan-Fried Chicken,2300 Frederick Douglass Blvd,New York,NY,10027,USA,food,restaurant,fried chicken soul food takeout,Harlem restaurant serving fried chicken and soul food,https://www.charlespanfriedchicken.com,,,,,https://www.charlespanfriedchicken.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Jacob Restaurant,2695 Frederick Douglass Blvd,New York,NY,10039,USA,food,restaurant,Ethiopian food vegan vegetarian,Ethiopian restaurant in Harlem,https://jacobrestaurant.com,,,,,https://jacobrestaurant.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Seasoned Vegan,55 St Nicholas Ave,New York,NY,10027,USA,food,restaurant,vegan soul food plant based,Plant-based restaurant in Harlem,https://seasonedvegan.com,,,,,https://seasonedvegan.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Hops,2268 Adam Clayton Powell Jr Blvd,New York,NY,10027,USA,food,beer bar,craft beer bar food,Harlem craft beer bar,https://harlemhops.com,,,,,https://harlemhops.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Patsy’s Pizzeria Harlem,2287 Adam Clayton Powell Jr Blvd,New York,NY,10027,USA,food,restaurant,pizza Italian takeout,Harlem pizzeria,https://patsyspizza.com,,,,,https://patsyspizza.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
The Original Soupman,259A W 55th St,New York,NY,10019,USA,food,restaurant,soups sandwiches takeout,New York soup restaurant,https://originalsoupman.com,,,,,https://originalsoupman.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Dame,87 MacDougal St,New York,NY,10012,USA,food,restaurant,seafood dinner restaurant,Seafood restaurant in Greenwich Village,https://dame.nyc,,,,,https://dame.nyc,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Tatiana by Kwame Onwuachi,10 Lincoln Center Plaza,New York,NY,10023,USA,food,restaurant,Caribbean food fine dining,Caribbean-inspired restaurant at Lincoln Center,https://www.tatiananyc.com,,,,,https://www.tatiananyc.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Lakou Café,535 Nostrand Ave,New York,NY,11216,USA,food,cafe,Haitian coffee breakfast lunch,Haitian café in Brooklyn,https://lakoucafe.com,,,,,https://lakoucafe.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Peppa’s Jerk Chicken,738 Nostrand Ave,New York,NY,11216,USA,food,restaurant,Jamaican jerk chicken Caribbean food,Jamaican restaurant in Crown Heights,https://peppasjerkchicken.com,,,,,https://peppasjerkchicken.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Buka,946 Fulton St,New York,NY,11238,USA,food,restaurant,Nigerian food West African cuisine,Nigerian restaurant in Brooklyn,https://bukanewyork.com,,,,,https://bukanewyork.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Kokomo,652 Pacific St,New York,NY,11217,USA,food,restaurant,Caribbean food brunch dinner,Caribbean restaurant in Downtown Brooklyn,https://www.kokomobk.com,,,,,https://www.kokomobk.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Miss Lily’s,109 Avenue A,New York,NY,10009,USA,food,restaurant,Jamaican food Caribbean brunch,Jamaican restaurant and rum bar,https://misslilys.com,,,,,https://misslilys.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Crown Heights Market,739 Franklin Ave,New York,NY,11238,USA,food,market,Caribbean groceries produce prepared food,Neighborhood market in Crown Heights,https://www.crownheightsmarket.com,,,,,https://www.crownheightsmarket.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Labay Market,824 Nostrand Ave,New York,NY,11225,USA,food,market,Caribbean groceries prepared food,Caribbean market in Brooklyn,https://www.labaymarket.com,,,,,https://www.labaymarket.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Sofrito,679 Riverside Dr,New York,NY,10031,USA,food,restaurant,Puerto Rican food Latin cuisine,Puerto Rican restaurant in Washington Heights,https://www.sofritorestaurant.com,,,,,https://www.sofritorestaurant.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Cuchifritos Restaurant,168 E 116th St,New York,NY,10029,USA,food,restaurant,Dominican Puerto Rican food,Latin Caribbean restaurant in East Harlem,https://www.cuchifritosnyc.com,,,,,https://www.cuchifritosnyc.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Malecon,4141 Broadway,New York,NY,10033,USA,food,restaurant,Dominican food rotisserie chicken,Dominican restaurant in Washington Heights,https://maleconnyc.com,,,,,https://maleconnyc.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Café con Amor,111 E 116th St,New York,NY,10029,USA,food,cafe,Dominican coffee breakfast,Latino café in East Harlem,https://cafeconamor.nyc,,,,,https://cafeconamor.nyc,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
La Casa Azul Bookstore,143 E 103rd St,New York,NY,10029,USA,retail,bookstore,books Latin culture gifts events,Independent bookstore and cultural space,https://lacasazulbookstore.com,,,,,https://lacasazulbookstore.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Columbia University Bookstore,2922 Broadway,New York,NY,10027,USA,retail,bookstore,books apparel gifts school supplies,University bookstore in Morningside Heights,https://columbia.bncollege.com,,,,,https://columbia.bncollege.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Sisters Uptown Bookstore,1942 Amsterdam Ave,New York,NY,10032,USA,retail,bookstore,books African American literature events,Independent bookstore in Washington Heights,https://www.sistersuptownbookstore.com,,,,,https://www.sistersuptownbookstore.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Haberdashery,245 Malcolm X Blvd,New York,NY,10027,USA,retail,clothing,menswear fashion accessories,Harlem clothing and accessories shop,https://harlemhaberdashery.com,,,,,https://harlemhaberdashery.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Candle Company,Harlem online showroom,New York,NY,10027,USA,retail,home goods,candles home fragrance gifts,Harlem-founded home fragrance brand,https://harlemcandlecompany.com,,,,,https://harlemcandlecompany.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
