name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
Crescent City Pharmacy,2240 Simon Bolivar Ave Ste A,New Orleans,LA,70113,USA,health,pharmacy,prescription pharmacy medication health products,Pharmacy listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/63c87c22540ac045557ad122,504-267-4100,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,true,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
Crescent Kinetic Massage Therapy,627 Cherokee St,New Orleans,LA,70118,USA,health,massage therapy,massage therapy bodywork wellness,Massage therapy practice listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/64225ba8a356be0b62008159,504-650-3500,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,true,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
Cupcake Fairies,2511 Bayou Road,New Orleans,LA,70116,USA,food,bakery,cupcakes desserts baked goods,Bakery and dessert business listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/654d391f342da8be12012a03,504-931-6454,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,false,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
Derin Lindsey Graphic Design,812 Gravier Street,New Orleans,LA,70112,USA,other essentials,graphic design,graphic design branding visual communications,Graphic design service listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/63c87c23540ac045557ad16c,909-353-3543,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,false,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
DesignJones LLC,5331 Dauphine St,New Orleans,LA,70117,USA,other essentials,design services,design branding creative services,Design company listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/63c87c23540ac045557ad16e,504-266-2874,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,false,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
Divas on site pralines,1701 Oretha Castle Haley Blvd,New Orleans,LA,70113,USA,food,confectionery,pralines candy sweets gifts,Praline and confectionery business listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/63c87c24540ac045557ad17f,504-478-5297,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,false,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
Eclectic Home,8211 Oak St,New Orleans,LA,70118,USA,home,home furnishings,home decor furniture furnishings gifts,Home furnishings retailer listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/63c87c25540ac045557ad1b9,504-866-6654,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,false,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
Freedom At The Mat,401 St. Joseph Street,New Orleans,LA,70130,USA,recreation,yoga studio,yoga fitness movement wellness classes,Yoga and movement studio listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/63c87c27540ac045557ad22e,,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,false,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
"Gentilly Family Dental, L.L.C.",2610 Esplanade Avenue,New Orleans,LA,70119,USA,dental,family dentistry,family dentistry preventive dental care oral health,Family dental practice listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/63c87c28540ac045557ad26a,504-482-9919,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,true,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
Gloryland Mount Gillion Baptist Church,1515 Oretha Castle Haley Blvd,New Orleans,LA,70113,USA,faith/community,church,worship faith services community support,Baptist church listed in StayLocal’s Black-Owned Directory.,https://www.staylocal.org/blackowned#!biz/id/63c87c29540ac045557ad27e,504-813-3886,,,,https://www.staylocal.org/blackowned,StayLocal Black-Owned Directory,Black-owned,https://www.staylocal.org/blackowned,false,Source basis: current StayLocal Black-Owned Directory entry; current public directory destination and address confirmed. This is not a Kinfolk verification.
