name,address,city,state_or_region,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,location_type,languages,hours,price_range,address_enrichment_note,notes
Lagos Continental Hotel,"52a Kofo Abayomi Street, Victoria Island, Lagos",Lagos,Lagos,101241,Nigeria,housing,hotel,"5-star hotel, accommodation, reservations, hospitality",Five-star hotel in Victoria Island offering accommodation and reservations.,https://www.thelagoscontinental.com/contact-location,+234 201 236 6666; 02013305870; 09062990740,https://www.instagram.com/thelagoscontinental/,https://www.facebook.com/lagoscontinental,,https://www.thelagoscontinental.com/contact-location,Official website,,,false,physical,English,,luxury,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
The GuestHouse,"3A Ojora Road, Ikoyi, Lagos",Lagos,Lagos,,Nigeria,housing,guesthouse,"guesthouse accommodation, dining, reservations","Guesthouse with accommodation, dining and reservations.",https://guesthouseng.com/contact-us,+234 818 611 2965; +234 806 963 4559; +234 705 555 8498,https://www.instagram.com/theguesthouseikoyi/,https://web.facebook.com/TheGuestHouseLagos/?_rdc=1&_rdr,,https://guesthouseng.com/contact-us,Official website,,,false,physical,English,,,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
Charterhouse Lagos,"Ogombo Road, Ajah, Lagos",Lagos,Lagos,,Nigeria,education,school,"primary school, secondary school, IGCSE, A-Levels, boarding","Primary and secondary school with IGCSE, A-Levels and boarding options.",https://charterhouselagos.com/contact-us/,+234 916 997 6906; +234 916 997 6898; +234 802 689 6277; +234 915 658 5115,https://www.instagram.com/charterhouselagos/,https://www.facebook.com/charterhouselagos,,https://charterhouselagos.com/contact-us/,Official website,,,true,physical,English,Admissions open year-round,,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
Noel College,"Plot 10, Debartho Street, off New Road, Amuwo Odofin, Lagos",Lagos,Lagos,,Nigeria,education,school,"school education, admissions",School with public visiting hours for parents and prospective students.,http://noelcollege.com.ng/contact,08066536111; 07036075604,,,,http://noelcollege.com.ng/contact,Official website,,,true,physical,English,Mon-Thu 7:30am-4pm; Fri 7:30am-3pm,,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
KL's Natural Beauty Bar - Dolphin Estate,"29D Ikorodu Crescent, Dolphin Estate, Ikoyi, Lagos",Lagos,Lagos,,Nigeria,hair_beauty,natural hair salon,"natural hair styling, bridal hair, training, pampering, conditioning, protective styles","Natural hair salon offering styling, bridal services, training and pampering.",https://klsnaturals.com/,0809 116 6355,https://www.instagram.com/klsnaturals/,,,https://klsnaturals.com/,Official website,,,false,physical,English,Tue-Wed 9am-6pm; Thu 10am-6pm; Fri-Sat 9am-6pm; Sun 1pm-7pm,,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
KL's Natural Beauty Bar - Lekki,"11A Kayode Otitoju Street, off Admiralty Road, Lekki, Lagos",Lagos,Lagos,,Nigeria,hair_beauty,natural hair salon,"natural hair styling, bridal hair, training, pampering, conditioning, protective styles","Natural hair salon offering styling, bridal services, training and pampering.",https://klsnaturals.com/,0903 985 8484,https://www.instagram.com/klsnaturals/,,,https://klsnaturals.com/,Official website,,,false,physical,English,Mon-Thu 9am-6pm; Fri 10am-6pm; Sat 9am-6pm,,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
KL's Natural Beauty Bar - Ogba,"Praise House, 42 Adeniji Street, by AY Hotel, Ogba, Lagos",Lagos,Lagos,,Nigeria,hair_beauty,natural hair salon,"natural hair styling, bridal hair, training, pampering, conditioning, protective styles","Natural hair salon offering styling, bridal services, training and pampering.",https://klsnaturals.com/,0901 122 8844,https://www.instagram.com/klsnaturals/,,,https://klsnaturals.com/,Official website,,,false,physical,English,Tue 9am-6pm; Wed 10am-6pm; Thu-Sat 9am-6pm; Sun 1pm-7pm,,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
TAUPE,"Sleek Studio Square, 133 Ahmadu Bello Way, Victoria Island, Lagos",Lagos,Lagos,,Nigeria,hair_beauty,hair salon,"hair styling, colour, extensions, Afro hair, sew-ins, silk press","Boutique hair salon serving all hair types with styling, colour, extensions and Afro-hair services.",https://taupesalon.com/,+234 902 331 7550,https://www.instagram.com/taupe_salon/,,,https://taupesalon.com/,Official website,,,false,physical,English,Tue-Sat 9am-5pm; Sun-Mon closed,premium,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
National Museum Lagos,"King George V Road, Onikan, Lagos",Lagos,Lagos,,Nigeria,experiences,museum,"Nigerian history, culture, museum, gallery",National museum presenting Nigerian cultural and historical collections.,https://museum.ng/museums/national-museums/,08033035966; 08188635838,,,,https://museum.ng/museums/national-museums/,Official website,,,false,physical,English,Mon-Sat 9am-4pm; Sun 11am-4pm,,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
Nigerian Law School Lagos Campus,"Ozumba Mbadiwe Street, Victoria Island, Lagos",Lagos,Lagos,,Nigeria,legal_financial,legal education,"legal education, criminal litigation, civil litigation, corporate law, property law",Legal education campus offering professional law courses.,https://www.lawschoollagos.org/contact-us/,+234 1 271 4986; +234 1 810 5305,https://www.instagram.com/nlsictnigerianlawschool/,https://www.facebook.com/profile.php?id=100085710177377,,https://www.lawschoollagos.org/contact-us/,Official website,,,true,physical,English,,,,Source is the official destination named in source_url and confirms a current public street address; address-backed coordinates are added only by guarded staging geocoding.
