id,name,city,state,listing_status,status,category,subcategory,address,website,phone,latitude,longitude,created_date
f888d168-8952-469e-a40c-5cbd81fed5a4,Braza & Candela,Allentown,PA,live_unclaimed,active,Food,Food,"Allentown, PA",,,40.608400,-75.490200,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
15917825-780f-4fa7-9317-f7d3ed65dd55,El Barrio Social Club — Allentown,Allentown,PA,live_unclaimed,active,Entertainment & Recreation,Latin Bar / Social Club,1203 Hamilton St,,,40.607400,-75.480800,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
67d9aa29-296c-482e-801c-2cfbff7d81fd,GQ'S Soul Kitchen,Allentown,PA,live_unclaimed,active,Food,Soul Food,"Allentown, PA 18103",,,40.608400,-75.490200,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
64d7a5c3-b29e-4026-a3a5-457b26b13634,Hamilton Street Bilingual Learning Center,Allentown,PA,live_unclaimed,active,Childcare & Early Education,Bilingual Daycare,1456 Hamilton St,,,40.608500,-75.478100,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
af66116c-eab1-412b-a0ff-a55c44a85d67,Hamilton Street Dental — Bilingual,Allentown,PA,live_unclaimed,active,Health & Wellness,Dental,1242 Hamilton St,,,40.607900,-75.480200,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
80693ca7-d99d-4345-a0ea-a0dcdb0d4ee3,Hamilton Street Tax Center,Allentown,PA,live_unclaimed,active,Professional Services,Tax Preparation,1318 Hamilton St,,,40.608100,-75.479600,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
72bf21a2-79ee-4ad7-bad7-8009fa173cfe,La Placita Mexico,Allentown,PA,live_unclaimed,active,Food,Mexican,"Allentown, PA",,,40.608400,-75.490200,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
a2a55abb-9e00-4046-bc26-6e89c5dbbbd8,Las Palmas Restaurant,Allentown,PA,live_unclaimed,active,Food,Food,"959 W Turner St, Allentown, PA",,,40.608400,-75.490200,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
b8c86d34-f0f1-432a-a1c0-de07ac68e504,Lehigh Valley Black Electric,Allentown,PA,live_unclaimed,active,Professional Services,Electrical,2012 Gordon St,,,40.602100,-75.488200,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
7abc8b23-4734-40f8-a43c-124aef1c84b5,Lehigh Valley Latino Mental Health,Allentown,PA,live_unclaimed,active,Health & Wellness,Mental Health Counseling,1234 Hamilton St Suite 201,,,40.607700,-75.480500,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
00ba8594-67fc-4a8b-a6ec-ff50a6619bbe,North Side Dental — Allentown,Allentown,PA,live_unclaimed,active,Health & Wellness,Dental,1521 Linden St,,,40.614200,-75.485100,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
6c812b68-b433-47c9-b1c1-e0b9a1e41e09,North Side Head Start — Allentown,Allentown,PA,live_unclaimed,active,Childcare & Early Education,Head Start,1601 Walnut St,,,40.613900,-75.487100,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
b41f3a23-70f6-4fa5-9b0d-c325d3c52326,Rice Family,Allentown,PA,live_unclaimed,active,Food,Food,"2952 Lehigh St, Allentown, PA 18103",,,40.608400,-75.490200,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
1b5ca426-14bc-4008-b03e-592f39da2283,Sahara Mediterranean Cuisine,Allentown,PA,live_unclaimed,active,Food,Middle Eastern,"5661 Hamilton Blvd, Allentown, PA",,,40.608400,-75.490200,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
5dc58100-aab9-49ca-b96b-3e2f2cf8905d,This Life Forever,Allentown,PA,live_unclaimed,active,Food,Food,"Allentown, PA",,,40.608400,-75.490200,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
e692e24d-6677-43e2-9f23-eb425454405a,Yemeni Family Daycare — Allentown,Allentown,PA,live_unclaimed,active,Childcare & Early Education,Bilingual Family Daycare,2104 W Tilghman St,,,40.597100,-75.510100,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
f69d37e7-05db-4f1c-991c-7b0d8c1d0b14,Indian Cultural Association — Atlanta,Alpharetta,GA,live_unclaimed,active,Community Organizations,Indian Cultural Organization,Alpharetta,,,34.075400,-84.294100,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
7ef430f5-69d4-4b64-943f-2151a0993318,Handi Boyz,Ambler,PA,live_unclaimed,active,Home & Trades,General Contractor,"Ambler, PA 19002",,,40.152800,-75.224500,Wed Aug 12 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
9abf1b95-12b7-45eb-b127-2a1d946ba9bd,Jay Bharat Restaurant,Artesia,CA,live_unclaimed,active,Food,Indian Vegetarian,18701 Pioneer Blvd,,,33.869500,-118.075600,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
997ade60-b6e4-49ff-ba9b-80bb865051e4,Rajdhani Restaurant,Artesia,CA,live_unclaimed,active,Food,Indian Thali,18928 Pioneer Blvd,,,33.870000,-118.073700,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
88b9268f-f72d-4abc-bdee-39d9a0872e6c,Surati Farsan Mart,Artesia,CA,live_unclaimed,active,Food,Indian Gujarati,18640 Pioneer Blvd,,,33.869600,-118.077300,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
637a01fb-3bbb-4f68-8972-bba666814a3d,44th & 3rd Bookseller,Atlanta,GA,live_unclaimed,active,Retail,Bookstore,"451 Lee St SW, Atlanta, GA 30310",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
53d039a7-a78e-4dc3-9006-c9c052750685,Addis Ababa Ethiopian Grocery & Café,Atlanta,GA,live_unclaimed,active,Food,Ethiopian,(Various locations/pop-ups in the Ethiopian community hubs),,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
dd7d25e7-8283-4632-99d1-13342a4633d2,African Hair Braiding on Buford Hwy,Atlanta,GA,live_unclaimed,active,Beauty & Personal Care,African Hair Braiding,3730 Buford Hwy NE,,,33.857800,-84.327200,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
15,Afro-Fusion Braiding Studio,Atlanta,GA,permanently_hidden,active,Beauty & Personal Care,Hair Braiding,742 Sweet Auburn Ave NE,,(404) 555-0751,33.753800,-84.377300,Thu Jun 18 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
5031ffa7-c4fa-4b99-a97b-bdd1eb332c07,Al-Farooq Masjid of Atlanta,Atlanta,GA,live_unclaimed,active,Faith & Spirituality,Islamic Center,442 14th St NW,,,33.789400,-84.402200,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
96a162a9-8a75-46f7-99f7-d0b54bb9d69a,APEX Museum (African American Panoramic Experience),Atlanta,GA,live_unclaimed,active,Arts & Culture,History Museum,135 Auburn Ave NE,https://apexmuseum.org,,33.751900,-84.380000,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
a7fe8382-6583-431e-ae8c-f769fed6640f,Arepa Mia,Atlanta,GA,live_unclaimed,active,Food,Mexican,"10 N Clarendon Ave, Avondale Estates, GA 30002",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
580ade78-441f-48ef-8488-2aa8d1b0c833,Atlanta Center for Independent Living,Atlanta,GA,live_unclaimed,active,Children & Family,Accessibility & Disability Services,1201 Glenwood Ave SE,https://www.acilc.org,,33.741100,-84.362000,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
43dd5bbd-f16b-4de5-9ada-90a86e3bb396,Atlanta Dermatology & Skin Care,Atlanta,GA,live_unclaimed,active,Health & Wellness,Dermatology,1140 Hammond Dr NE,,,33.918000,-84.351300,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
317621ab-5dc7-4658-9fd0-ac4e10cbd925,ATL Black Plumbing Co.,Atlanta,GA,live_unclaimed,active,Professional Services,Plumbing,1522 Hollowell Pkwy NW,,,33.769900,-84.444800,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
36e17287-703d-45d3-8da3-4c0f23a191c9,ATL Chicken & Trap Music,Atlanta,GA,live_unclaimed,active,Food Trucks,Lunch & Dinner,"1110 Oak St SW, Atlanta, GA",,,33.738100,-84.418800,Thu Aug 13 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
eb6102c8-ee2d-4b8e-88b4-6c511293ec7e,A-Town Barbershop,Atlanta,GA,live_unclaimed,active,Beauty & Personal Care,Barbershop,785 Cascade Ave SW,,,33.721800,-84.408500,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
599c5720-7570-4539-b241-3c1a24761e19,AUC Dental Smiles — Vine City,Atlanta,GA,live_unclaimed,active,Health & Wellness,Dental,819 Martin Luther King Jr Dr NW,,,33.754000,-84.412800,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
5d2427a3-e2a2-400a-a06e-5467ef2de2f5,AUC Little Scholars Academy,Atlanta,GA,live_unclaimed,active,Childcare & Early Education,Daycare,920 Abernathy Blvd SW,,,33.734800,-84.403000,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
2dbf0f6f-7d34-48ee-b0c8-0d026d6b71c5,Bankhead Bright Beginnings,Atlanta,GA,live_unclaimed,active,Childcare & Early Education,Daycare,1534 Bankhead Ave NW,,,33.772200,-84.445500,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
01d458e1-5780-4b0d-b8b2-db25017347a1,Bankhead Dental Associates,Atlanta,GA,live_unclaimed,active,Health & Wellness,Dental,1412 Donald Lee Hollowell Pkwy NW,,,33.772000,-84.453000,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
36676b15-6f0f-4ada-be39-63cc9d8c149a,Beautiful Restaurant,Atlanta,GA,live_unclaimed,active,Food,Soul Food,2260 Cascade Rd SW,,,33.719100,-84.435000,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
0db82098-4b30-4b3c-82cc-10527a34425b,Bhojanic,Atlanta,GA,live_unclaimed,active,Food,Indian,924 Ponce de Leon Ave NE,https://bhojanic.com,,33.771000,-84.355700,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
21229998-4a57-4fff-96e6-e11f1dd4aa09,Big Bethel AME Church,Atlanta,GA,live_unclaimed,active,Faith & Spirituality,AME,220 Auburn Ave NE,,,33.754200,-84.377400,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
7f35b7be-bdeb-40b9-88db-4c6e462dc0b4,Blake's On The Park,Atlanta,GA,live_unclaimed,active,Entertainment & Recreation,LGBTQ Bar & Lounge,227 10th St NE,https://www.blakesonthepark.com,,33.781700,-84.378400,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
097a34a5-b854-4ea8-9e31-74762916cc41,Braids by Essence ATL,Atlanta,GA,live_unclaimed,active,Beauty & Personal Care,Braiding Salon,3680 Camp Creek Pkwy SW,,,33.697500,-84.476900,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
e040686c-d3d4-448a-b797-e3fdae84ecc3,Breakfast at Barney's,Atlanta,GA,live_unclaimed,active,Food,Soul Food,"349 Decatur St SE, Atlanta, GA 30312",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
677ccda7-21d1-4828-9c2c-ea1788bffcd7,Brush Sushi,Atlanta,GA,live_unclaimed,active,Food,Food,"3009 Peachtree Road NE, Atlanta, GA 30305",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
d6789c0a-c678-4d86-8014-03c347008f83,Busy Bee Cafe,Atlanta,GA,live_unclaimed,active,Food,Soul Food,"810 Martin Luther King Jr Dr SW, Atlanta, GA 30314",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
771b7789-00f8-4163-91f7-82d5bb04bb65,Busy Bee Café,Atlanta,GA,live_unclaimed,active,Food,Soul Food,810 Martin Luther King Jr Dr SW,https://thebusybeecafe.com,,33.750100,-84.412900,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
85,Caribbean Crossroads Market,Atlanta,GA,permanently_hidden,active,Retail,Grocery & Artisan Market,850 Oak St SW,,(404) 555-8501,33.727800,-84.413100,Thu Jun 18 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
d719bcaf-4a14-4003-a3b7-cb34c25bedc7,Cascade Auto Care,Atlanta,GA,live_unclaimed,active,Professional Services,Auto Repair,2756 Cascade Rd SW,,,33.716200,-84.454100,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
86,Cascade Heights Dental,Atlanta,GA,permanently_hidden,active,Health & Wellness,Dental Care,3350 Cascade Rd SW,cascadeheightsdental.com,(404) 555-8614,33.701200,-84.457100,Thu Jun 18 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
725d8d65-afcb-4ba2-a473-2ca1927e85f5,Cascade Realty Group — Atlanta,Atlanta,GA,live_unclaimed,active,Professional Services,Real Estate,3300 Cobb Pkwy SE,,,33.787100,-84.462000,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
f436fbf6-ac6b-48ec-b849-237fa4f931c2,Cascade Room — Jazz & Blues Lounge,Atlanta,GA,live_unclaimed,active,Entertainment & Recreation,Jazz Bar / Lounge,2837 Cascade Rd SW,,,33.716700,-84.456800,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
5566c5b2-8580-4eb5-9d9c-bdbaa31176da,Cascade Tax Service,Atlanta,GA,live_unclaimed,active,Professional Services,Tax Preparation,3050 Cascade Rd SW,,,33.713900,-84.460300,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
c36a8bb4-6352-43ce-9758-61825ea6ad55,Cascade United Methodist Church,Atlanta,GA,live_unclaimed,active,Faith & Spirituality,United Methodist,3144 Cascade Rd SW,,,33.718900,-84.432200,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
de372b6a-3790-404f-9865-f8e6c16689c3,Cascade United Methodist Church — Atlanta,Atlanta,GA,live_unclaimed,active,Faith & Spirituality,Methodist Church,3144 Cascade Rd SW,,,33.713900,-84.439900,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
c6574887-2954-48ac-97a9-6e8a79d8ca48,Chick-fil-A — Auburn Ave (Black Operator),Atlanta,GA,live_unclaimed,active,Food,Fast Food / Franchise,300 Auburn Ave NE,,,33.755100,-84.381100,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
6b8f2336-2244-496f-9623-f539316a2349,Chris Kids Youth Services,Atlanta,GA,live_unclaimed,active,Children & Family,Youth Programs & Special Needs,1345 Seaboard Industrial Blvd,https://www.chriskids.org,,33.801000,-84.419800,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
18f2336d-f099-4541-b622-cfe411565c10,Compound Atlanta,Atlanta,GA,live_unclaimed,active,Entertainment & Recreation,Nightclub,1008 Brady Ave NW,https://compoundatl.com,,33.772300,-84.411900,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
73ee6e31-b7e1-4b67-85ed-6d3a6fda5f1c,Covenant House Georgia,Atlanta,GA,live_unclaimed,active,Children & Family,Youth Services,1559 Johnson Rd NE,https://covenanthousega.org,,33.780400,-84.356000,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
dfc03a89-7261-4781-8b68-dec1e6c54533,Crown Beauty Lounge Atlanta,Atlanta,GA,live_unclaimed,active,Beauty & Personal Care,Full-Service Beauty Salon,1375 Virginia Ave NE,,,33.773600,-84.345900,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
92dbc666-eda7-4109-b5ac-b78f4cea7fed,Crown Roofing Solutions — Atlanta,Atlanta,GA,live_unclaimed,active,Services,Roofing,2100 Jonesboro Rd SE,,,33.701900,-84.357100,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
32c332da-cef0-431f-ab33-f12c3c3826f7,Curl Ambassadors Natural Hair Studio,Atlanta,GA,live_unclaimed,active,Beauty & Personal Care,Natural Hair Salon,3315 Peachtree Rd NE,,,33.848600,-84.368400,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
aecc0690-bf79-4295-a6f8-73bab4989d3d,Darkroom Tattoo — Atlanta,Atlanta,GA,live_unclaimed,active,Beauty & Personal Care,Tattoo Studio,1170 Ralph David Abernathy Blvd SW,,,33.738100,-84.404900,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
2dc61e3c-9c58-4009-9bd1-337a207e5c56,Delia's Chicken Sausage Stand,Atlanta,GA,live_unclaimed,active,Food,Casual Dining,489 Moreland Ave NE,https://deliaschiasausagestand.com,,33.746500,-84.353400,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
5f4d3e1d-b43b-4bf4-a67e-e4a7e2ef67a3,Desta Ethiopian Kitchen,Atlanta,GA,live_unclaimed,active,Food,Ethiopian,3086 Briarcliff Rd NE,https://destaeats.com,,33.811700,-84.320400,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
80928f83-0b0b-43d2-9758-615e7628e368,Dr. Ayanna Howard — Pediatric Care Atlanta,Atlanta,GA,live_unclaimed,active,Health & Wellness,Pediatrician,1968 Peachtree Rd NW,,,33.812400,-84.387900,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
84c041af-860e-4e6f-bd05-c0b358acfa22,"Dr. Nzinga Harrison, MD — Psychiatry Atlanta",Atlanta,GA,live_unclaimed,active,Health & Wellness,Psychiatry,2300 Henderson Mill Rd NE,,,33.861800,-84.280400,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
dde26872-7142-406d-b566-bd938a3702b7,Ebenezer Baptist Church,Atlanta,GA,live_unclaimed,active,Faith & Spirituality,Baptist,101 Jackson St NE,,,33.755100,-84.373900,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
c4415b16-9a0f-49c4-bb2a-44e470c15a56,El Super Pan,Atlanta,GA,live_unclaimed,active,Retail,Caribbean,"675 Ponce De Leon Ave NE, Atlanta, GA 30308",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
c698672d-61bd-4098-bfbb-f8bb5e68bcb0,El Taco Veloz,Atlanta,GA,live_unclaimed,active,Food,Mexican / Taquería,3893 Buford Hwy NE,,,33.860800,-84.325800,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
2ccd405e-76e9-46fa-a969-57c2feb5de4d,Ethiopian Orthodox Tewahedo Church — Debre Mihret St. Michael,Atlanta,GA,live_unclaimed,active,Faith & Spirituality,Ethiopian Orthodox,2040 Jonesboro Rd SE,,,33.709000,-84.355000,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
59a2c6b0-1aa8-465a-9417-f48b8028a373,Food Terminal,Atlanta,GA,live_unclaimed,active,Food,Food,"1000 Marietta St NW, Atlanta, GA 30318 (also 5000 Buford Hwy, Chamblee)",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
df69be60-6cb5-45aa-9131-f5a74516357e,For Keeps Books,Atlanta,GA,live_unclaimed,active,Retail,Bookstore,"171 Auburn Ave NE, Atlanta, GA 30303",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
99eaa058-20bb-4526-97d3-7744252cc975,Ghanaian Association of Georgia,Atlanta,GA,live_unclaimed,active,Community Organizations,Ghanaian Community Organization,Atlanta,,,33.749000,-84.388000,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
c7fcd1ee-49c0-42a8-8276-ada0c875bb93,Gold Room ATL,Atlanta,GA,live_unclaimed,active,Entertainment & Recreation,Nightclub,2416 Piedmont Rd NE,https://goldroomatl.com,,33.823500,-84.370200,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
672ac212-f16e-4b09-ad19-3c6d7c94439e,Gold Room Atlanta,Atlanta,GA,live_unclaimed,active,Entertainment & Recreation,Nightclub,2416 Piedmont Rd NE,https://goldroomatlanta.com,,33.839100,-84.365900,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
8d098467-3a81-4f80-a7af-2f3147ae948e,Grady Memorial Hospital,Atlanta,GA,live_unclaimed,active,Health & Wellness,Public Hospital,80 Jesse Hill Jr Dr SE,https://gradyhealth.org,,33.748200,-84.384600,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
88,Guerrero Brothers Boxing & Fitness,Atlanta,GA,permanently_hidden,active,Health & Wellness,Gym & Wellness,664 Highland Ave NE,,(404) 555-8841,33.755300,-84.368600,Thu Jun 18 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
88fdf67c-dac8-4092-9c90-0c2b13f920a1,Hammonds House Museum,Atlanta,GA,live_unclaimed,active,Arts & Culture,Art Museum,503 Peeples St SW,https://hammondshouse.org,,33.728700,-84.413100,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
f37fd386-83ff-483a-972a-391c768d4f19,Hammonds House Museum — Atlanta,Atlanta,GA,live_unclaimed,active,Arts & Culture,Museum,503 Peeples St SW,,,33.736200,-84.395400,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
b52eb060-4494-4266-bce2-0d4b39833cc5,Harris Family Law Group — Atlanta,Atlanta,GA,live_unclaimed,active,Legal,Family Law,191 Peachtree St NE,,,33.757300,-84.388000,Mon Aug 10 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
fd002312-b728-4be3-a5d4-ad1b0b71d5b4,Havana Sandwich Shop,Atlanta,GA,live_unclaimed,active,Food,Cuban / Vietnamese Fusion,2905 Buford Hwy NE,,,33.834000,-84.343200,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
68526bf4-94dc-4768-9701-6ab993e6c455,Healing the Diaspora Therapy — Atlanta,Atlanta,GA,live_unclaimed,active,Health & Wellness,Mental Health Counseling,3200 Peachtree Rd NE Suite 300,,,33.842300,-84.382100,Tue Aug 11 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
68724843-f6c9-4473-9666-c0c5360d2b15,Hilo Música,Atlanta,GA,live_unclaimed,active,Retail,Retail,"604 W College Ave, Decatur, GA 30030",,,33.749000,-84.388000,Sat Aug 08 2026 00:00:00 GMT+0000 (Coordinated Universal Time)
